"","StateCode","CountyCode","AreaName"
"3","01","001","Autauga County"
"4","01","003","Baldwin County"
"5","01","005","Barbour County"
"6","01","007","Bibb County"
"7","01","009","Blount County"
"8","01","011","Bullock County"
"9","01","013","Butler County"
"10","01","015","Calhoun County"
"11","01","017","Chambers County"
"12","01","019","Cherokee County"
"13","01","021","Chilton County"
"14","01","023","Choctaw County"
"15","01","025","Clarke County"
"16","01","027","Clay County"
"17","01","029","Cleburne County"
"18","01","031","Coffee County"
"19","01","033","Colbert County"
"20","01","035","Conecuh County"
"21","01","037","Coosa County"
"22","01","039","Covington County"
"23","01","041","Crenshaw County"
"24","01","043","Cullman County"
"25","01","045","Dale County"
"26","01","047","Dallas County"
"27","01","049","DeKalb County"
"28","01","051","Elmore County"
"29","01","053","Escambia County"
"30","01","055","Etowah County"
"31","01","057","Fayette County"
"32","01","059","Franklin County"
"33","01","061","Geneva County"
"34","01","063","Greene County"
"35","01","065","Hale County"
"36","01","067","Henry County"
"37","01","069","Houston County"
"38","01","071","Jackson County"
"39","01","073","Jefferson County"
"40","01","075","Lamar County"
"41","01","077","Lauderdale County"
"42","01","079","Lawrence County"
"43","01","081","Lee County"
"44","01","083","Limestone County"
"45","01","085","Lowndes County"
"46","01","087","Macon County"
"47","01","089","Madison County"
"48","01","091","Marengo County"
"49","01","093","Marion County"
"50","01","095","Marshall County"
"51","01","097","Mobile County"
"52","01","099","Monroe County"
"53","01","101","Montgomery County"
"54","01","103","Morgan County"
"55","01","105","Perry County"
"56","01","107","Pickens County"
"57","01","109","Pike County"
"58","01","111","Randolph County"
"59","01","113","Russell County"
"60","01","115","St. Clair County"
"61","01","117","Shelby County"
"62","01","119","Sumter County"
"63","01","121","Talladega County"
"64","01","123","Tallapoosa County"
"65","01","125","Tuscaloosa County"
"66","01","127","Walker County"
"67","01","129","Washington County"
"68","01","131","Wilcox County"
"69","01","133","Winston County"
"532","02","013","Aleutians East Borough"
"533","02","016","Aleutians West Census Area"
"534","02","020","Anchorage Municipality"
"535","02","050","Bethel Census Area"
"536","02","060","Bristol Bay Borough"
"537","02","068","Denali Borough"
"538","02","070","Dillingham Census Area"
"539","02","090","Fairbanks North Star Borough"
"540","02","100","Haines Borough"
"541","02","105","Hoonah-Angoon Census Area"
"542","02","110","Juneau City and Borough"
"543","02","122","Kenai Peninsula Borough"
"544","02","130","Ketchikan Gateway Borough"
"545","02","150","Kodiak Island Borough"
"546","02","158","Kusilvak Census Area"
"547","02","164","Lake and Peninsula Borough"
"548","02","170","Matanuska-Susitna Borough"
"549","02","180","Nome Census Area"
"550","02","185","North Slope Borough"
"551","02","188","Northwest Arctic Borough"
"552","02","195","Petersburg Borough"
"553","02","198","Prince of Wales-Hyder Census Area"
"554","02","220","Sitka City and Borough"
"555","02","230","Skagway Municipality"
"556","02","240","Southeast Fairbanks Census Area"
"557","02","261","Valdez-Cordova Census Area"
"558","02","275","Wrangell City and Borough"
"559","02","282","Yakutat City and Borough"
"560","02","290","Yukon-Koyukuk Census Area"
"710","04","001","Apache County"
"711","04","003","Cochise County"
"712","04","005","Coconino County"
"713","04","007","Gila County"
"714","04","009","Graham County"
"715","04","011","Greenlee County"
"716","04","012","La Paz County"
"717","04","013","Maricopa County"
"718","04","015","Mohave County"
"719","04","017","Navajo County"
"720","04","019","Pima County"
"721","04","021","Pinal County"
"722","04","023","Santa Cruz County"
"723","04","025","Yavapai County"
"724","04","027","Yuma County"
"817","05","001","Arkansas County"
"818","05","003","Ashley County"
"819","05","005","Baxter County"
"820","05","007","Benton County"
"821","05","009","Boone County"
"822","05","011","Bradley County"
"823","05","013","Calhoun County"
"824","05","015","Carroll County"
"825","05","017","Chicot County"
"826","05","019","Clark County"
"827","05","021","Clay County"
"828","05","023","Cleburne County"
"829","05","025","Cleveland County"
"830","05","027","Columbia County"
"831","05","029","Conway County"
"832","05","031","Craighead County"
"833","05","033","Crawford County"
"834","05","035","Crittenden County"
"835","05","037","Cross County"
"836","05","039","Dallas County"
"837","05","041","Desha County"
"838","05","043","Drew County"
"839","05","045","Faulkner County"
"840","05","047","Franklin County"
"841","05","049","Fulton County"
"842","05","051","Garland County"
"843","05","053","Grant County"
"844","05","055","Greene County"
"845","05","057","Hempstead County"
"846","05","059","Hot Spring County"
"847","05","061","Howard County"
"848","05","063","Independence County"
"849","05","065","Izard County"
"850","05","067","Jackson County"
"851","05","069","Jefferson County"
"852","05","071","Johnson County"
"853","05","073","Lafayette County"
"854","05","075","Lawrence County"
"855","05","077","Lee County"
"856","05","079","Lincoln County"
"857","05","081","Little River County"
"858","05","083","Logan County"
"859","05","085","Lonoke County"
"860","05","087","Madison County"
"861","05","089","Marion County"
"862","05","091","Miller County"
"863","05","093","Mississippi County"
"864","05","095","Monroe County"
"865","05","097","Montgomery County"
"866","05","099","Nevada County"
"867","05","101","Newton County"
"868","05","103","Ouachita County"
"869","05","105","Perry County"
"870","05","107","Phillips County"
"871","05","109","Pike County"
"872","05","111","Poinsett County"
"873","05","113","Polk County"
"874","05","115","Pope County"
"875","05","117","Prairie County"
"876","05","119","Pulaski County"
"877","05","121","Randolph County"
"878","05","123","St. Francis County"
"879","05","125","Saline County"
"880","05","127","Scott County"
"881","05","129","Searcy County"
"882","05","131","Sebastian County"
"883","05","133","Sevier County"
"884","05","135","Sharp County"
"885","05","137","Stone County"
"886","05","139","Union County"
"887","05","141","Van Buren County"
"888","05","143","Washington County"
"889","05","145","White County"
"890","05","147","Woodruff County"
"891","05","149","Yell County"
"1395","06","001","Alameda County"
"1396","06","003","Alpine County"
"1397","06","005","Amador County"
"1398","06","007","Butte County"
"1399","06","009","Calaveras County"
"1400","06","011","Colusa County"
"1401","06","013","Contra Costa County"
"1402","06","015","Del Norte County"
"1403","06","017","El Dorado County"
"1404","06","019","Fresno County"
"1405","06","021","Glenn County"
"1406","06","023","Humboldt County"
"1407","06","025","Imperial County"
"1408","06","027","Inyo County"
"1409","06","029","Kern County"
"1410","06","031","Kings County"
"1411","06","033","Lake County"
"1412","06","035","Lassen County"
"1413","06","037","Los Angeles County"
"1414","06","039","Madera County"
"1415","06","041","Marin County"
"1416","06","043","Mariposa County"
"1417","06","045","Mendocino County"
"1418","06","047","Merced County"
"1419","06","049","Modoc County"
"1420","06","051","Mono County"
"1421","06","053","Monterey County"
"1422","06","055","Napa County"
"1423","06","057","Nevada County"
"1424","06","059","Orange County"
"1425","06","061","Placer County"
"1426","06","063","Plumas County"
"1427","06","065","Riverside County"
"1428","06","067","Sacramento County"
"1429","06","069","San Benito County"
"1430","06","071","San Bernardino County"
"1431","06","073","San Diego County"
"1432","06","075","San Francisco County"
"1433","06","077","San Joaquin County"
"1434","06","079","San Luis Obispo County"
"1435","06","081","San Mateo County"
"1436","06","083","Santa Barbara County"
"1437","06","085","Santa Clara County"
"1438","06","087","Santa Cruz County"
"1439","06","089","Shasta County"
"1440","06","091","Sierra County"
"1441","06","093","Siskiyou County"
"1442","06","095","Solano County"
"1443","06","097","Sonoma County"
"1444","06","099","Stanislaus County"
"1445","06","101","Sutter County"
"1446","06","103","Tehama County"
"1447","06","105","Trinity County"
"1448","06","107","Tulare County"
"1449","06","109","Tuolumne County"
"1450","06","111","Ventura County"
"1451","06","113","Yolo County"
"1452","06","115","Yuba County"
"1936","08","001","Adams County"
"1937","08","003","Alamosa County"
"1938","08","005","Arapahoe County"
"1939","08","007","Archuleta County"
"1940","08","009","Baca County"
"1941","08","011","Bent County"
"1942","08","013","Boulder County"
"1943","08","014","Broomfield County"
"1944","08","015","Chaffee County"
"1945","08","017","Cheyenne County"
"1946","08","019","Clear Creek County"
"1947","08","021","Conejos County"
"1948","08","023","Costilla County"
"1949","08","025","Crowley County"
"1950","08","027","Custer County"
"1951","08","029","Delta County"
"1952","08","031","Denver County"
"1953","08","033","Dolores County"
"1954","08","035","Douglas County"
"1955","08","037","Eagle County"
"1956","08","039","Elbert County"
"1957","08","041","El Paso County"
"1958","08","043","Fremont County"
"1959","08","045","Garfield County"
"1960","08","047","Gilpin County"
"1961","08","049","Grand County"
"1962","08","051","Gunnison County"
"1963","08","053","Hinsdale County"
"1964","08","055","Huerfano County"
"1965","08","057","Jackson County"
"1966","08","059","Jefferson County"
"1967","08","061","Kiowa County"
"1968","08","063","Kit Carson County"
"1969","08","065","Lake County"
"1970","08","067","La Plata County"
"1971","08","069","Larimer County"
"1972","08","071","Las Animas County"
"1973","08","073","Lincoln County"
"1974","08","075","Logan County"
"1975","08","077","Mesa County"
"1976","08","079","Mineral County"
"1977","08","081","Moffat County"
"1978","08","083","Montezuma County"
"1979","08","085","Montrose County"
"1980","08","087","Morgan County"
"1981","08","089","Otero County"
"1982","08","091","Ouray County"
"1983","08","093","Park County"
"1984","08","095","Phillips County"
"1985","08","097","Pitkin County"
"1986","08","099","Prowers County"
"1987","08","101","Pueblo County"
"1988","08","103","Rio Blanco County"
"1989","08","105","Rio Grande County"
"1990","08","107","Routt County"
"1991","08","109","Saguache County"
"1992","08","111","San Juan County"
"1993","08","113","San Miguel County"
"1994","08","115","Sedgwick County"
"1995","08","117","Summit County"
"1996","08","119","Teller County"
"1997","08","121","Washington County"
"1998","08","123","Weld County"
"1999","08","125","Yuma County"
"2272","09","001","Fairfield County"
"2273","09","003","Hartford County"
"2274","09","005","Litchfield County"
"2275","09","007","Middlesex County"
"2276","09","009","New Haven County"
"2277","09","011","New London County"
"2278","09","013","Tolland County"
"2279","09","015","Windham County"
"2481","10","001","Kent County"
"2482","10","003","New Castle County"
"2483","10","005","Sussex County"
"2542","11","001","District of Columbia"
"2545","12","001","Alachua County"
"2546","12","003","Baker County"
"2547","12","005","Bay County"
"2548","12","007","Bradford County"
"2549","12","009","Brevard County"
"2550","12","011","Broward County"
"2551","12","013","Calhoun County"
"2552","12","015","Charlotte County"
"2553","12","017","Citrus County"
"2554","12","019","Clay County"
"2555","12","021","Collier County"
"2556","12","023","Columbia County"
"2557","12","027","DeSoto County"
"2558","12","029","Dixie County"
"2559","12","031","Duval County"
"2560","12","033","Escambia County"
"2561","12","035","Flagler County"
"2562","12","037","Franklin County"
"2563","12","039","Gadsden County"
"2564","12","041","Gilchrist County"
"2565","12","043","Glades County"
"2566","12","045","Gulf County"
"2567","12","047","Hamilton County"
"2568","12","049","Hardee County"
"2569","12","051","Hendry County"
"2570","12","053","Hernando County"
"2571","12","055","Highlands County"
"2572","12","057","Hillsborough County"
"2573","12","059","Holmes County"
"2574","12","061","Indian River County"
"2575","12","063","Jackson County"
"2576","12","065","Jefferson County"
"2577","12","067","Lafayette County"
"2578","12","069","Lake County"
"2579","12","071","Lee County"
"2580","12","073","Leon County"
"2581","12","075","Levy County"
"2582","12","077","Liberty County"
"2583","12","079","Madison County"
"2584","12","081","Manatee County"
"2585","12","083","Marion County"
"2586","12","085","Martin County"
"2587","12","086","Miami-Dade County"
"2588","12","087","Monroe County"
"2589","12","089","Nassau County"
"2590","12","091","Okaloosa County"
"2591","12","093","Okeechobee County"
"2592","12","095","Orange County"
"2593","12","097","Osceola County"
"2594","12","099","Palm Beach County"
"2595","12","101","Pasco County"
"2596","12","103","Pinellas County"
"2597","12","105","Polk County"
"2598","12","107","Putnam County"
"2599","12","109","St. Johns County"
"2600","12","111","St. Lucie County"
"2601","12","113","Santa Rosa County"
"2602","12","115","Sarasota County"
"2603","12","117","Seminole County"
"2604","12","119","Sumter County"
"2605","12","121","Suwannee County"
"2606","12","123","Taylor County"
"2607","12","125","Union County"
"2608","12","127","Volusia County"
"2609","12","129","Wakulla County"
"2610","12","131","Walton County"
"2611","12","133","Washington County"
"3024","13","001","Appling County"
"3025","13","003","Atkinson County"
"3026","13","005","Bacon County"
"3027","13","007","Baker County"
"3028","13","009","Baldwin County"
"3029","13","011","Banks County"
"3030","13","013","Barrow County"
"3031","13","015","Bartow County"
"3032","13","017","Ben Hill County"
"3033","13","019","Berrien County"
"3034","13","021","Bibb County"
"3035","13","023","Bleckley County"
"3036","13","025","Brantley County"
"3037","13","027","Brooks County"
"3038","13","029","Bryan County"
"3039","13","031","Bulloch County"
"3040","13","033","Burke County"
"3041","13","035","Butts County"
"3042","13","037","Calhoun County"
"3043","13","039","Camden County"
"3044","13","043","Candler County"
"3045","13","045","Carroll County"
"3046","13","047","Catoosa County"
"3047","13","049","Charlton County"
"3048","13","051","Chatham County"
"3049","13","053","Chattahoochee County"
"3050","13","055","Chattooga County"
"3051","13","057","Cherokee County"
"3052","13","059","Clarke County"
"3053","13","061","Clay County"
"3054","13","063","Clayton County"
"3055","13","065","Clinch County"
"3056","13","067","Cobb County"
"3057","13","069","Coffee County"
"3058","13","071","Colquitt County"
"3059","13","073","Columbia County"
"3060","13","075","Cook County"
"3061","13","077","Coweta County"
"3062","13","079","Crawford County"
"3063","13","081","Crisp County"
"3064","13","083","Dade County"
"3065","13","085","Dawson County"
"3066","13","087","Decatur County"
"3067","13","089","DeKalb County"
"3068","13","091","Dodge County"
"3069","13","093","Dooly County"
"3070","13","095","Dougherty County"
"3071","13","097","Douglas County"
"3072","13","099","Early County"
"3073","13","101","Echols County"
"3074","13","103","Effingham County"
"3075","13","105","Elbert County"
"3076","13","107","Emanuel County"
"3077","13","109","Evans County"
"3078","13","111","Fannin County"
"3079","13","113","Fayette County"
"3080","13","115","Floyd County"
"3081","13","117","Forsyth County"
"3082","13","119","Franklin County"
"3083","13","121","Fulton County"
"3084","13","123","Gilmer County"
"3085","13","125","Glascock County"
"3086","13","127","Glynn County"
"3087","13","129","Gordon County"
"3088","13","131","Grady County"
"3089","13","133","Greene County"
"3090","13","135","Gwinnett County"
"3091","13","137","Habersham County"
"3092","13","139","Hall County"
"3093","13","141","Hancock County"
"3094","13","143","Haralson County"
"3095","13","145","Harris County"
"3096","13","147","Hart County"
"3097","13","149","Heard County"
"3098","13","151","Henry County"
"3099","13","153","Houston County"
"3100","13","155","Irwin County"
"3101","13","157","Jackson County"
"3102","13","159","Jasper County"
"3103","13","161","Jeff Davis County"
"3104","13","163","Jefferson County"
"3105","13","165","Jenkins County"
"3106","13","167","Johnson County"
"3107","13","169","Jones County"
"3108","13","171","Lamar County"
"3109","13","173","Lanier County"
"3110","13","175","Laurens County"
"3111","13","177","Lee County"
"3112","13","179","Liberty County"
"3113","13","181","Lincoln County"
"3114","13","183","Long County"
"3115","13","185","Lowndes County"
"3116","13","187","Lumpkin County"
"3117","13","189","McDuffie County"
"3118","13","191","McIntosh County"
"3119","13","193","Macon County"
"3120","13","195","Madison County"
"3121","13","197","Marion County"
"3122","13","199","Meriwether County"
"3123","13","201","Miller County"
"3124","13","205","Mitchell County"
"3125","13","207","Monroe County"
"3126","13","209","Montgomery County"
"3127","13","211","Morgan County"
"3128","13","213","Murray County"
"3129","13","215","Muscogee County"
"3130","13","217","Newton County"
"3131","13","219","Oconee County"
"3132","13","221","Oglethorpe County"
"3133","13","223","Paulding County"
"3134","13","225","Peach County"
"3135","13","227","Pickens County"
"3136","13","229","Pierce County"
"3137","13","231","Pike County"
"3138","13","233","Polk County"
"3139","13","235","Pulaski County"
"3140","13","237","Putnam County"
"3141","13","239","Quitman County"
"3142","13","241","Rabun County"
"3143","13","243","Randolph County"
"3144","13","245","Richmond County"
"3145","13","247","Rockdale County"
"3146","13","249","Schley County"
"3147","13","251","Screven County"
"3148","13","253","Seminole County"
"3149","13","255","Spalding County"
"3150","13","257","Stephens County"
"3151","13","259","Stewart County"
"3152","13","261","Sumter County"
"3153","13","263","Talbot County"
"3154","13","265","Taliaferro County"
"3155","13","267","Tattnall County"
"3156","13","269","Taylor County"
"3157","13","271","Telfair County"
"3158","13","273","Terrell County"
"3159","13","275","Thomas County"
"3160","13","277","Tift County"
"3161","13","279","Toombs County"
"3162","13","281","Towns County"
"3163","13","283","Treutlen County"
"3164","13","285","Troup County"
"3165","13","287","Turner County"
"3166","13","289","Twiggs County"
"3167","13","291","Union County"
"3168","13","293","Upson County"
"3169","13","295","Walker County"
"3170","13","297","Walton County"
"3171","13","299","Ware County"
"3172","13","301","Warren County"
"3173","13","303","Washington County"
"3174","13","305","Wayne County"
"3175","13","307","Webster County"
"3176","13","309","Wheeler County"
"3177","13","311","White County"
"3178","13","313","Whitfield County"
"3179","13","315","Wilcox County"
"3180","13","317","Wilkes County"
"3181","13","319","Wilkinson County"
"3182","13","321","Worth County"
"3724","15","001","Hawaii County"
"3725","15","003","Honolulu County"
"3726","15","005","Kalawao County"
"3727","15","007","Kauai County"
"3728","15","009","Maui County"
"3731","16","001","Ada County"
"3732","16","003","Adams County"
"3733","16","005","Bannock County"
"3734","16","007","Bear Lake County"
"3735","16","009","Benewah County"
"3736","16","011","Bingham County"
"3737","16","013","Blaine County"
"3738","16","015","Boise County"
"3739","16","017","Bonner County"
"3740","16","019","Bonneville County"
"3741","16","021","Boundary County"
"3742","16","023","Butte County"
"3743","16","025","Camas County"
"3744","16","027","Canyon County"
"3745","16","029","Caribou County"
"3746","16","031","Cassia County"
"3747","16","033","Clark County"
"3748","16","035","Clearwater County"
"3749","16","037","Custer County"
"3750","16","039","Elmore County"
"3751","16","041","Franklin County"
"3752","16","043","Fremont County"
"3753","16","045","Gem County"
"3754","16","047","Gooding County"
"3755","16","049","Idaho County"
"3756","16","051","Jefferson County"
"3757","16","053","Jerome County"
"3758","16","055","Kootenai County"
"3759","16","057","Latah County"
"3760","16","059","Lemhi County"
"3761","16","061","Lewis County"
"3762","16","063","Lincoln County"
"3763","16","065","Madison County"
"3764","16","067","Minidoka County"
"3765","16","069","Nez Perce County"
"3766","16","071","Oneida County"
"3767","16","073","Owyhee County"
"3768","16","075","Payette County"
"3769","16","077","Power County"
"3770","16","079","Shoshone County"
"3771","16","081","Teton County"
"3772","16","083","Twin Falls County"
"3773","16","085","Valley County"
"3774","16","087","Washington County"
"3976","17","001","Adams County"
"3977","17","003","Alexander County"
"3978","17","005","Bond County"
"3979","17","007","Boone County"
"3980","17","009","Brown County"
"3981","17","011","Bureau County"
"3982","17","013","Calhoun County"
"3983","17","015","Carroll County"
"3984","17","017","Cass County"
"3985","17","019","Champaign County"
"3986","17","021","Christian County"
"3987","17","023","Clark County"
"3988","17","025","Clay County"
"3989","17","027","Clinton County"
"3990","17","029","Coles County"
"3991","17","031","Cook County"
"3992","17","033","Crawford County"
"3993","17","035","Cumberland County"
"3994","17","037","DeKalb County"
"3995","17","039","De Witt County"
"3996","17","041","Douglas County"
"3997","17","043","DuPage County"
"3998","17","045","Edgar County"
"3999","17","047","Edwards County"
"4000","17","049","Effingham County"
"4001","17","051","Fayette County"
"4002","17","053","Ford County"
"4003","17","055","Franklin County"
"4004","17","057","Fulton County"
"4005","17","059","Gallatin County"
"4006","17","061","Greene County"
"4007","17","063","Grundy County"
"4008","17","065","Hamilton County"
"4009","17","067","Hancock County"
"4010","17","069","Hardin County"
"4011","17","071","Henderson County"
"4012","17","073","Henry County"
"4013","17","075","Iroquois County"
"4014","17","077","Jackson County"
"4015","17","079","Jasper County"
"4016","17","081","Jefferson County"
"4017","17","083","Jersey County"
"4018","17","085","Jo Daviess County"
"4019","17","087","Johnson County"
"4020","17","089","Kane County"
"4021","17","091","Kankakee County"
"4022","17","093","Kendall County"
"4023","17","095","Knox County"
"4024","17","097","Lake County"
"4025","17","099","LaSalle County"
"4026","17","101","Lawrence County"
"4027","17","103","Lee County"
"4028","17","105","Livingston County"
"4029","17","107","Logan County"
"4030","17","109","McDonough County"
"4031","17","111","McHenry County"
"4032","17","113","McLean County"
"4033","17","115","Macon County"
"4034","17","117","Macoupin County"
"4035","17","119","Madison County"
"4036","17","121","Marion County"
"4037","17","123","Marshall County"
"4038","17","125","Mason County"
"4039","17","127","Massac County"
"4040","17","129","Menard County"
"4041","17","131","Mercer County"
"4042","17","133","Monroe County"
"4043","17","135","Montgomery County"
"4044","17","137","Morgan County"
"4045","17","139","Moultrie County"
"4046","17","141","Ogle County"
"4047","17","143","Peoria County"
"4048","17","145","Perry County"
"4049","17","147","Piatt County"
"4050","17","149","Pike County"
"4051","17","151","Pope County"
"4052","17","153","Pulaski County"
"4053","17","155","Putnam County"
"4054","17","157","Randolph County"
"4055","17","159","Richland County"
"4056","17","161","Rock Island County"
"4057","17","163","St. Clair County"
"4058","17","165","Saline County"
"4059","17","167","Sangamon County"
"4060","17","169","Schuyler County"
"4061","17","171","Scott County"
"4062","17","173","Shelby County"
"4063","17","175","Stark County"
"4064","17","177","Stephenson County"
"4065","17","179","Tazewell County"
"4066","17","181","Union County"
"4067","17","183","Vermilion County"
"4068","17","185","Wabash County"
"4069","17","187","Warren County"
"4070","17","189","Washington County"
"4071","17","191","Wayne County"
"4072","17","193","White County"
"4073","17","195","Whiteside County"
"4074","17","197","Will County"
"4075","17","199","Williamson County"
"4076","17","201","Winnebago County"
"4077","17","203","Woodford County"
"6810","18","001","Adams County"
"6811","18","003","Allen County"
"6812","18","005","Bartholomew County"
"6813","18","007","Benton County"
"6814","18","009","Blackford County"
"6815","18","011","Boone County"
"6816","18","013","Brown County"
"6817","18","015","Carroll County"
"6818","18","017","Cass County"
"6819","18","019","Clark County"
"6820","18","021","Clay County"
"6821","18","023","Clinton County"
"6822","18","025","Crawford County"
"6823","18","027","Daviess County"
"6824","18","029","Dearborn County"
"6825","18","031","Decatur County"
"6826","18","033","DeKalb County"
"6827","18","035","Delaware County"
"6828","18","037","Dubois County"
"6829","18","039","Elkhart County"
"6830","18","041","Fayette County"
"6831","18","043","Floyd County"
"6832","18","045","Fountain County"
"6833","18","047","Franklin County"
"6834","18","049","Fulton County"
"6835","18","051","Gibson County"
"6836","18","053","Grant County"
"6837","18","055","Greene County"
"6838","18","057","Hamilton County"
"6839","18","059","Hancock County"
"6840","18","061","Harrison County"
"6841","18","063","Hendricks County"
"6842","18","065","Henry County"
"6843","18","067","Howard County"
"6844","18","069","Huntington County"
"6845","18","071","Jackson County"
"6846","18","073","Jasper County"
"6847","18","075","Jay County"
"6848","18","077","Jefferson County"
"6849","18","079","Jennings County"
"6850","18","081","Johnson County"
"6851","18","083","Knox County"
"6852","18","085","Kosciusko County"
"6853","18","087","LaGrange County"
"6854","18","089","Lake County"
"6855","18","091","LaPorte County"
"6856","18","093","Lawrence County"
"6857","18","095","Madison County"
"6858","18","097","Marion County"
"6859","18","099","Marshall County"
"6860","18","101","Martin County"
"6861","18","103","Miami County"
"6862","18","105","Monroe County"
"6863","18","107","Montgomery County"
"6864","18","109","Morgan County"
"6865","18","111","Newton County"
"6866","18","113","Noble County"
"6867","18","115","Ohio County"
"6868","18","117","Orange County"
"6869","18","119","Owen County"
"6870","18","121","Parke County"
"6871","18","123","Perry County"
"6872","18","125","Pike County"
"6873","18","127","Porter County"
"6874","18","129","Posey County"
"6875","18","131","Pulaski County"
"6876","18","133","Putnam County"
"6877","18","135","Randolph County"
"6878","18","137","Ripley County"
"6879","18","139","Rush County"
"6880","18","141","St. Joseph County"
"6881","18","143","Scott County"
"6882","18","145","Shelby County"
"6883","18","147","Spencer County"
"6884","18","149","Starke County"
"6885","18","151","Steuben County"
"6886","18","153","Sullivan County"
"6887","18","155","Switzerland County"
"6888","18","157","Tippecanoe County"
"6889","18","159","Tipton County"
"6890","18","161","Union County"
"6891","18","163","Vanderburgh County"
"6892","18","165","Vermillion County"
"6893","18","167","Vigo County"
"6894","18","169","Wabash County"
"6895","18","171","Warren County"
"6896","18","173","Warrick County"
"6897","18","175","Washington County"
"6898","18","177","Wayne County"
"6899","18","179","Wells County"
"6900","18","181","White County"
"6901","18","183","Whitley County"
"8481","19","001","Adair County"
"8482","19","003","Adams County"
"8483","19","005","Allamakee County"
"8484","19","007","Appanoose County"
"8485","19","009","Audubon County"
"8486","19","011","Benton County"
"8487","19","013","Black Hawk County"
"8488","19","015","Boone County"
"8489","19","017","Bremer County"
"8490","19","019","Buchanan County"
"8491","19","021","Buena Vista County"
"8492","19","023","Butler County"
"8493","19","025","Calhoun County"
"8494","19","027","Carroll County"
"8495","19","029","Cass County"
"8496","19","031","Cedar County"
"8497","19","033","Cerro Gordo County"
"8498","19","035","Cherokee County"
"8499","19","037","Chickasaw County"
"8500","19","039","Clarke County"
"8501","19","041","Clay County"
"8502","19","043","Clayton County"
"8503","19","045","Clinton County"
"8504","19","047","Crawford County"
"8505","19","049","Dallas County"
"8506","19","051","Davis County"
"8507","19","053","Decatur County"
"8508","19","055","Delaware County"
"8509","19","057","Des Moines County"
"8510","19","059","Dickinson County"
"8511","19","061","Dubuque County"
"8512","19","063","Emmet County"
"8513","19","065","Fayette County"
"8514","19","067","Floyd County"
"8515","19","069","Franklin County"
"8516","19","071","Fremont County"
"8517","19","073","Greene County"
"8518","19","075","Grundy County"
"8519","19","077","Guthrie County"
"8520","19","079","Hamilton County"
"8521","19","081","Hancock County"
"8522","19","083","Hardin County"
"8523","19","085","Harrison County"
"8524","19","087","Henry County"
"8525","19","089","Howard County"
"8526","19","091","Humboldt County"
"8527","19","093","Ida County"
"8528","19","095","Iowa County"
"8529","19","097","Jackson County"
"8530","19","099","Jasper County"
"8531","19","101","Jefferson County"
"8532","19","103","Johnson County"
"8533","19","105","Jones County"
"8534","19","107","Keokuk County"
"8535","19","109","Kossuth County"
"8536","19","111","Lee County"
"8537","19","113","Linn County"
"8538","19","115","Louisa County"
"8539","19","117","Lucas County"
"8540","19","119","Lyon County"
"8541","19","121","Madison County"
"8542","19","123","Mahaska County"
"8543","19","125","Marion County"
"8544","19","127","Marshall County"
"8545","19","129","Mills County"
"8546","19","131","Mitchell County"
"8547","19","133","Monona County"
"8548","19","135","Monroe County"
"8549","19","137","Montgomery County"
"8550","19","139","Muscatine County"
"8551","19","141","O'Brien County"
"8552","19","143","Osceola County"
"8553","19","145","Page County"
"8554","19","147","Palo Alto County"
"8555","19","149","Plymouth County"
"8556","19","151","Pocahontas County"
"8557","19","153","Polk County"
"8558","19","155","Pottawattamie County"
"8559","19","157","Poweshiek County"
"8560","19","159","Ringgold County"
"8561","19","161","Sac County"
"8562","19","163","Scott County"
"8563","19","165","Shelby County"
"8564","19","167","Sioux County"
"8565","19","169","Story County"
"8566","19","171","Tama County"
"8567","19","173","Taylor County"
"8568","19","175","Union County"
"8569","19","177","Van Buren County"
"8570","19","179","Wapello County"
"8571","19","181","Warren County"
"8572","19","183","Washington County"
"8573","19","185","Wayne County"
"8574","19","187","Webster County"
"8575","19","189","Winnebago County"
"8576","19","191","Winneshiek County"
"8577","19","193","Woodbury County"
"8578","19","195","Worth County"
"8579","19","197","Wright County"
"9525","20","001","Allen County"
"9526","20","003","Anderson County"
"9527","20","005","Atchison County"
"9528","20","007","Barber County"
"9529","20","009","Barton County"
"9530","20","011","Bourbon County"
"9531","20","013","Brown County"
"9532","20","015","Butler County"
"9533","20","017","Chase County"
"9534","20","019","Chautauqua County"
"9535","20","021","Cherokee County"
"9536","20","023","Cheyenne County"
"9537","20","025","Clark County"
"9538","20","027","Clay County"
"9539","20","029","Cloud County"
"9540","20","031","Coffey County"
"9541","20","033","Comanche County"
"9542","20","035","Cowley County"
"9543","20","037","Crawford County"
"9544","20","039","Decatur County"
"9545","20","041","Dickinson County"
"9546","20","043","Doniphan County"
"9547","20","045","Douglas County"
"9548","20","047","Edwards County"
"9549","20","049","Elk County"
"9550","20","051","Ellis County"
"9551","20","053","Ellsworth County"
"9552","20","055","Finney County"
"9553","20","057","Ford County"
"9554","20","059","Franklin County"
"9555","20","061","Geary County"
"9556","20","063","Gove County"
"9557","20","065","Graham County"
"9558","20","067","Grant County"
"9559","20","069","Gray County"
"9560","20","071","Greeley County"
"9561","20","073","Greenwood County"
"9562","20","075","Hamilton County"
"9563","20","077","Harper County"
"9564","20","079","Harvey County"
"9565","20","081","Haskell County"
"9566","20","083","Hodgeman County"
"9567","20","085","Jackson County"
"9568","20","087","Jefferson County"
