"","StateCode","CountyCode","AreaName"
"40303","51","800","Suffolk city"
"40304","51","810","Virginia Beach city"
"40305","51","820","Waynesboro city"
"40306","51","830","Williamsburg city"
"40307","51","840","Winchester city"
"40538","53","001","Adams County"
"40539","53","003","Asotin County"
"40540","53","005","Benton County"
"40541","53","007","Chelan County"
"40542","53","009","Clallam County"
"40543","53","011","Clark County"
"40544","53","013","Columbia County"
"40545","53","015","Cowlitz County"
"40546","53","017","Douglas County"
"40547","53","019","Ferry County"
"40548","53","021","Franklin County"
"40549","53","023","Garfield County"
"40550","53","025","Grant County"
"40551","53","027","Grays Harbor County"
"40552","53","029","Island County"
"40553","53","031","Jefferson County"
"40554","53","033","King County"
"40555","53","035","Kitsap County"
"40556","53","037","Kittitas County"
"40557","53","039","Klickitat County"
"40558","53","041","Lewis County"
"40559","53","043","Lincoln County"
"40560","53","045","Mason County"
"40561","53","047","Okanogan County"
"40562","53","049","Pacific County"
"40563","53","051","Pend Oreille County"
"40564","53","053","Pierce County"
"40565","53","055","San Juan County"
"40566","53","057","Skagit County"
"40567","53","059","Skamania County"
"40568","53","061","Snohomish County"
"40569","53","063","Spokane County"
"40570","53","065","Stevens County"
"40571","53","067","Thurston County"
"40572","53","069","Wahkiakum County"
"40573","53","071","Walla Walla County"
"40574","53","073","Whatcom County"
"40575","53","075","Whitman County"
"40576","53","077","Yakima County"
"40859","54","001","Barbour County"
"40860","54","003","Berkeley County"
"40861","54","005","Boone County"
"40862","54","007","Braxton County"
"40863","54","009","Brooke County"
"40864","54","011","Cabell County"
"40865","54","013","Calhoun County"
"40866","54","015","Clay County"
"40867","54","017","Doddridge County"
"40868","54","019","Fayette County"
"40869","54","021","Gilmer County"
"40870","54","023","Grant County"
"40871","54","025","Greenbrier County"
"40872","54","027","Hampshire County"
"40873","54","029","Hancock County"
"40874","54","031","Hardy County"
"40875","54","033","Harrison County"
"40876","54","035","Jackson County"
"40877","54","037","Jefferson County"
"40878","54","039","Kanawha County"
"40879","54","041","Lewis County"
"40880","54","043","Lincoln County"
"40881","54","045","Logan County"
"40882","54","047","McDowell County"
"40883","54","049","Marion County"
"40884","54","051","Marshall County"
"40885","54","053","Mason County"
"40886","54","055","Mercer County"
"40887","54","057","Mineral County"
"40888","54","059","Mingo County"
"40889","54","061","Monongalia County"
"40890","54","063","Monroe County"
"40891","54","065","Morgan County"
"40892","54","067","Nicholas County"
"40893","54","069","Ohio County"
"40894","54","071","Pendleton County"
"40895","54","073","Pleasants County"
"40896","54","075","Pocahontas County"
"40897","54","077","Preston County"
"40898","54","079","Putnam County"
"40899","54","081","Raleigh County"
"40900","54","083","Randolph County"
"40901","54","085","Ritchie County"
"40902","54","087","Roane County"
"40903","54","089","Summers County"
"40904","54","091","Taylor County"
"40905","54","093","Tucker County"
"40906","54","095","Tyler County"
"40907","54","097","Upshur County"
"40908","54","099","Wayne County"
"40909","54","101","Webster County"
"40910","54","103","Wetzel County"
"40911","54","105","Wirt County"
"40912","54","107","Wood County"
"40913","54","109","Wyoming County"
"41147","55","001","Adams County"
"41148","55","003","Ashland County"
"41149","55","005","Barron County"
"41150","55","007","Bayfield County"
"41151","55","009","Brown County"
"41152","55","011","Buffalo County"
"41153","55","013","Burnett County"
"41154","55","015","Calumet County"
"41155","55","017","Chippewa County"
"41156","55","019","Clark County"
"41157","55","021","Columbia County"
"41158","55","023","Crawford County"
"41159","55","025","Dane County"
"41160","55","027","Dodge County"
"41161","55","029","Door County"
"41162","55","031","Douglas County"
"41163","55","033","Dunn County"
"41164","55","035","Eau Claire County"
"41165","55","037","Florence County"
"41166","55","039","Fond du Lac County"
"41167","55","041","Forest County"
"41168","55","043","Grant County"
"41169","55","045","Green County"
"41170","55","047","Green Lake County"
"41171","55","049","Iowa County"
"41172","55","051","Iron County"
"41173","55","053","Jackson County"
"41174","55","055","Jefferson County"
"41175","55","057","Juneau County"
"41176","55","059","Kenosha County"
"41177","55","061","Kewaunee County"
"41178","55","063","La Crosse County"
"41179","55","065","Lafayette County"
"41180","55","067","Langlade County"
"41181","55","069","Lincoln County"
"41182","55","071","Manitowoc County"
"41183","55","073","Marathon County"
"41184","55","075","Marinette County"
"41185","55","077","Marquette County"
"41186","55","078","Menominee County"
"41187","55","079","Milwaukee County"
"41188","55","081","Monroe County"
"41189","55","083","Oconto County"
"41190","55","085","Oneida County"
"41191","55","087","Outagamie County"
"41192","55","089","Ozaukee County"
"41193","55","091","Pepin County"
"41194","55","093","Pierce County"
"41195","55","095","Polk County"
"41196","55","097","Portage County"
"41197","55","099","Price County"
"41198","55","101","Racine County"
"41199","55","103","Richland County"
"41200","55","105","Rock County"
"41201","55","107","Rusk County"
"41202","55","109","St. Croix County"
"41203","55","111","Sauk County"
"41204","55","113","Sawyer County"
"41205","55","115","Shawano County"
"41206","55","117","Sheboygan County"
"41207","55","119","Taylor County"
"41208","55","121","Trempealeau County"
"41209","55","123","Vernon County"
"41210","55","125","Vilas County"
"41211","55","127","Walworth County"
"41212","55","129","Washburn County"
"41213","55","131","Washington County"
"41214","55","133","Waukesha County"
"41215","55","135","Waupaca County"
"41216","55","137","Waushara County"
"41217","55","139","Winnebago County"
"41218","55","141","Wood County"
"43734","56","001","Albany County"
"43735","56","003","Big Horn County"
"43736","56","005","Campbell County"
"43737","56","007","Carbon County"
"43738","56","009","Converse County"
"43739","56","011","Crook County"
"43740","56","013","Fremont County"
"43741","56","015","Goshen County"
"43742","56","017","Hot Springs County"
"43743","56","019","Johnson County"
"43744","56","021","Laramie County"
"43745","56","023","Lincoln County"
"43746","56","025","Natrona County"
"43747","56","027","Niobrara County"
"43748","56","029","Park County"
"43749","56","031","Platte County"
"43750","56","033","Sheridan County"
"43751","56","035","Sublette County"
"43752","56","037","Sweetwater County"
"43753","56","039","Teton County"
"43754","56","041","Uinta County"
"43755","56","043","Washakie County"
"43756","56","045","Weston County"
"43857","72","001","Adjuntas Municipio"
"43858","72","003","Aguada Municipio"
"43859","72","005","Aguadilla Municipio"
"43860","72","007","Aguas Buenas Municipio"
"43861","72","009","Aibonito Municipio"
"43862","72","011","Añasco Municipio"
"43863","72","013","Arecibo Municipio"
"43864","72","015","Arroyo Municipio"
"43865","72","017","Barceloneta Municipio"
"43866","72","019","Barranquitas Municipio"
"43867","72","021","Bayamón Municipio"
"43868","72","023","Cabo Rojo Municipio"
"43869","72","025","Caguas Municipio"
"43870","72","027","Camuy Municipio"
"43871","72","029","Canóvanas Municipio"
"43872","72","031","Carolina Municipio"
"43873","72","033","Cataño Municipio"
"43874","72","035","Cayey Municipio"
"43875","72","037","Ceiba Municipio"
"43876","72","039","Ciales Municipio"
"43877","72","041","Cidra Municipio"
"43878","72","043","Coamo Municipio"
"43879","72","045","Comerío Municipio"
"43880","72","047","Corozal Municipio"
"43881","72","049","Culebra Municipio"
"43882","72","051","Dorado Municipio"
"43883","72","053","Fajardo Municipio"
"43884","72","054","Florida Municipio"
"43885","72","055","Guánica Municipio"
"43886","72","057","Guayama Municipio"
"43887","72","059","Guayanilla Municipio"
"43888","72","061","Guaynabo Municipio"
"43889","72","063","Gurabo Municipio"
"43890","72","065","Hatillo Municipio"
"43891","72","067","Hormigueros Municipio"
"43892","72","069","Humacao Municipio"
"43893","72","071","Isabela Municipio"
"43894","72","073","Jayuya Municipio"
"43895","72","075","Juana Díaz Municipio"
"43896","72","077","Juncos Municipio"
"43897","72","079","Lajas Municipio"
"43898","72","081","Lares Municipio"
"43899","72","083","Las Marías Municipio"
"43900","72","085","Las Piedras Municipio"
"43901","72","087","Loíza Municipio"
"43902","72","089","Luquillo Municipio"
"43903","72","091","Manatí Municipio"
"43904","72","093","Maricao Municipio"
"43905","72","095","Maunabo Municipio"
"43906","72","097","Mayagüez Municipio"
"43907","72","099","Moca Municipio"
"43908","72","101","Morovis Municipio"
"43909","72","103","Naguabo Municipio"
"43910","72","105","Naranjito Municipio"
"43911","72","107","Orocovis Municipio"
"43912","72","109","Patillas Municipio"
"43913","72","111","Peñuelas Municipio"
"43914","72","113","Ponce Municipio"
"43915","72","115","Quebradillas Municipio"
"43916","72","117","Rincón Municipio"
"43917","72","119","Río Grande Municipio"
"43918","72","121","Sabana Grande Municipio"
"43919","72","123","Salinas Municipio"
"43920","72","125","San Germán Municipio"
"43921","72","127","San Juan Municipio"
"43922","72","129","San Lorenzo Municipio"
"43923","72","131","San Sebastián Municipio"
"43924","72","133","Santa Isabel Municipio"
"43925","72","135","Toa Alta Municipio"
"43926","72","137","Toa Baja Municipio"
"43927","72","139","Trujillo Alto Municipio"
"43928","72","141","Utuado Municipio"
"43929","72","143","Vega Alta Municipio"
"43930","72","145","Vega Baja Municipio"
"43931","72","147","Vieques Municipio"
"43932","72","149","Villalba Municipio"
"43933","72","151","Yabucoa Municipio"
"43934","72","153","Yauco Municipio"
