"","County","Freq","Expected","Residual","Component"
"1870","1870",1,1.0794,-0.0794,-0.0058
"3045","3045",1,1.078,-0.078,-0.0056
"2560","2560",0,0.0055,-0.0055,-0.0055
"1268","1268",1,1.0752,-0.0752,-0.0053
"2653","2653",0,0.0053,-0.0053,-0.0053
"973","973",1,1.0747,-0.0747,-0.0052
"1528","1528",1,1.0748,-0.0748,-0.0052
"1684","1684",0,0.0052,-0.0052,-0.0052
"2974","2974",2,2.1051,-0.1051,-0.0052
"536","536",4,4.1459,-0.1459,-0.0051
"728","728",1,1.0739,-0.0739,-0.0051
"1225","1225",5,5.1629,-0.1629,-0.0051
"2538","2538",0,0.0047,-0.0047,-0.0047
"825","825",1,1.0705,-0.0705,-0.0046
"1115","1115",1,1.0693,-0.0693,-0.0045
"2910","2910",4,4.1338,-0.1338,-0.0043
"1035","1035",1,1.0669,-0.0669,-0.0042
"2325","2325",2,2.0928,-0.0928,-0.0041
"2387","2387",1,1.065,-0.065,-0.004
"325","325",5,5.1411,-0.1411,-0.0039
"431","431",1,1.0635,-0.0635,-0.0038
"1809","1809",5,5.1405,-0.1405,-0.0038
"2203","2203",10,10.1934,-0.1934,-0.0037
"2642","2642",0,0.0037,-0.0037,-0.0037
"310","310",1,1.0623,-0.0623,-0.0036
"419","419",1,1.0621,-0.0621,-0.0036
"748","748",1,1.0621,-0.0621,-0.0036
"1","1",1,1.0606,-0.0606,-0.0035
"595","595",2,2.0848,-0.0848,-0.0035
"2543","2543",1,1.0609,-0.0609,-0.0035
"542","542",1,1.0599,-0.0599,-0.0034
"2826","2826",1,1.0603,-0.0603,-0.0034
"1199","1199",21,21.2591,-0.2591,-0.0032
"1628","1628",0,0.0032,-0.0032,-0.0032
"1679","1679",1,1.0586,-0.0586,-0.0032
"1834","1834",7,7.1524,-0.1524,-0.0032
"1878","1878",1,1.058,-0.058,-0.0032
"510","510",0,0.003,-0.003,-0.003
"2189","2189",6,6.1363,-0.1363,-0.003
"2701","2701",0,0.0029,-0.0029,-0.0029
"158","158",36,36.3217,-0.3217,-0.0028
"1611","1611",1,1.0544,-0.0544,-0.0028
"2854","2854",1,1.0546,-0.0546,-0.0028
"1617","1617",1,1.0536,-0.0536,-0.0027
"2558","2558",0,0.0027,-0.0027,-0.0027
"716","716",4,4.103,-0.103,-0.0026
"1558","1558",2,2.074,-0.074,-0.0026
"420","420",0,0.0025,-0.0025,-0.0025
"458","458",0,0.0025,-0.0025,-0.0025
"2718","2718",0,0.0025,-0.0025,-0.0025
"1648","1648",1,1.0505,-0.0505,-0.0024
"1064","1064",2,2.0697,-0.0697,-0.0023
"2711","2711",0,0.0023,-0.0023,-0.0023
"148","148",3,3.083,-0.083,-0.0022
"1185","1185",5,5.1054,-0.1054,-0.0022
"362","362",0,0.0021,-0.0021,-0.0021
"2557","2557",0,0.0021,-0.0021,-0.0021
"190","190",22,22.1991,-0.1991,-0.0018
"1458","1458",1,1.0431,-0.0431,-0.0018
"570","570",2,2.0592,-0.0592,-0.0017
"1067","1067",1,1.0424,-0.0424,-0.0017
"2735","2735",1,1.0404,-0.0404,-0.0016
"2474","2474",4,4.0781,-0.0781,-0.0015
"288","288",4,4.0767,-0.0767,-0.0014
"1435","1435",0,0.0014,-0.0014,-0.0014
"2630","2630",0,0.0014,-0.0014,-0.0014
"2875","2875",1,1.0381,-0.0381,-0.0014
"339","339",10,10.1147,-0.1147,-0.0013
"2545","2545",0,0.0013,-0.0013,-0.0013
"2616","2616",0,0.0013,-0.0013,-0.0013
"9","9",1,1.0355,-0.0355,-0.0012
"2500","2500",0,0.0012,-0.0012,-0.0012
"2705","2705",0,0.0012,-0.0012,-0.0012
"2862","2862",1,1.0356,-0.0356,-0.0012
"2871","2871",1,1.0359,-0.0359,-0.0012
"664","664",3,3.058,-0.058,-0.0011
"2471","2471",1,1.0342,-0.0342,-0.0011
"2547","2547",0,0.0011,-0.0011,-0.0011
"2725","2725",0,0.0011,-0.0011,-0.0011
"476","476",0,0.001,-0.001,-0.001
"2040","2040",2,2.0448,-0.0448,-0.001
"408","408",0,0.0009,-0.0009,-0.0009
"784","784",1,1.0303,-0.0303,-0.0009
"5","5",1,1.0281,-0.0281,-0.0008
"489","489",0,0.0008,-0.0008,-0.0008
"520","520",0,0.0008,-0.0008,-0.0008
"579","579",1,1.0293,-0.0293,-0.0008
"1908","1908",1,1.0279,-0.0279,-0.0008
"2612","2612",0,0.0008,-0.0008,-0.0008
"3020","3020",2,2.0368,-0.0368,-0.0007
"750","750",4,4.051,-0.051,-0.0006
"865","865",1,1.0254,-0.0254,-0.0006
"1013","1013",1,1.0254,-0.0254,-0.0006
"1864","1864",1,1.0247,-0.0247,-0.0006
"2331","2331",1,1.0251,-0.0251,-0.0006
"2504","2504",1,1.0244,-0.0244,-0.0006
"2518","2518",0,0.0006,-0.0006,-0.0006
"2563","2563",0,0.0006,-0.0006,-0.0006
"2686","2686",0,0.0006,-0.0006,-0.0006
"2747","2747",0,0.0006,-0.0006,-0.0006
"155","155",2,2.0311,-0.0311,-0.0005
"343","343",13,13.0772,-0.0772,-0.0005
"1353","1353",1,1.0231,-0.0231,-0.0005
"1836","1836",2,2.033,-0.033,-0.0005
"319","319",10,10.0664,-0.0664,-0.0004
"1161","1161",4,4.0395,-0.0395,-0.0004
"1400","1400",0,0.0004,-0.0004,-0.0004
"2784","2784",1,1.0199,-0.0199,-0.0004
"3100","3100",1,1.02,-0.02,-0.0004
"2280","2280",11,11.0538,-0.0538,-0.0003
"2626","2626",0,0.0003,-0.0003,-0.0003
"2710","2710",0,0.0003,-0.0003,-0.0003
"328","328",1,1.0123,-0.0123,-0.0002
"792","792",1,1.0127,-0.0127,-0.0002
"1250","1250",1,1.0126,-0.0126,-0.0002
"2438","2438",1,1.0148,-0.0148,-0.0002
"2572","2572",0,0.0002,-0.0002,-0.0002
"2581","2581",0,0.0002,-0.0002,-0.0002
"2667","2667",0,0.0002,-0.0002,-0.0002
"2674","2674",0,0.0002,-0.0002,-0.0002
"2996","2996",1,1.0141,-0.0141,-0.0002
"587","587",1,1.0087,-0.0087,-0.0001
"1461","1461",1,1.0087,-0.0087,-0.0001
"2531","2531",1,1.0099,-0.0099,-0.0001
"2549","2549",0,0.0001,-0.0001,-0.0001
"67","67",1,1,0,0
"740","740",1,1.0017,-0.0017,0
"795","795",1,1.0014,-0.0014,0
"797","797",1,1.0025,-0.0025,0
"803","803",1,1.0008,-0.0008,0
"854","854",2,2.0075,-0.0075,0
"1051","1051",1,1.0015,-0.0015,0
"1527","1527",2,2.0024,-0.0024,0
"1619","1619",1,0.9978,0.0022,0
"1676","1676",1,1.0041,-0.0041,0
"2299","2299",1,1.0058,-0.0058,0
"2342","2342",1,0.9939,0.0061,0
"2492","2492",1,0.9996,0.0004,0
"2511","2511",0,0,0,0
"2618","2618",0,0,0,0
"2620","2620",2,1.9986,0.0014,0
"2625","2625",0,0,0,0
"2629","2629",0,0,0,0
"2645","2645",0,0,0,0
"2650","2650",0,0,0,0
"2716","2716",0,0,0,0
"2840","2840",1,0.993,0.007,0
"2843","2843",1,0.9942,0.0058,0
"2916","2916",1,1.0024,-0.0024,0
"627","627",2,1.9854,0.0146,0.0001
"806","806",1,0.9921,0.0079,0.0001
"1372","1372",1,0.9917,0.0083,0.0001
"1759","1759",13,12.9607,0.0393,0.0001
"2032","2032",28,27.9465,0.0535,0.0001
"2135","2135",1,0.9929,0.0071,0.0001
"2985","2985",1,0.9919,0.0081,0.0001
"556","556",1,0.9865,0.0135,0.0002
"692","692",1,0.9852,0.0148,0.0002
"1481","1481",1,0.9859,0.0141,0.0002
"2893","2893",1,0.9877,0.0123,0.0002
"2519","2519",1,0.9833,0.0167,0.0003
"2830","2830",1,0.9827,0.0173,0.0003
"351","351",4,3.9621,0.0379,0.0004
"2986","2986",1,0.979,0.021,0.0004
"545","545",1,0.9784,0.0216,0.0005
"1645","1645",1,0.9771,0.0229,0.0005
"1632","1632",1,0.9756,0.0244,0.0006
"3009","3009",1,0.9742,0.0258,0.0007
"112","112",1,0.9716,0.0284,0.0008
"224","224",3,2.95,0.05,0.0008
"829","829",1,0.9728,0.0272,0.0008
"2235","2235",4,3.9448,0.0552,0.0008
"583","583",1,0.9695,0.0305,0.001
"986","986",1,0.9669,0.0331,0.0011
"1094","1094",3,2.9437,0.0563,0.0011
"1163","1163",4,3.9306,0.0694,0.0012
"1120","1120",9,8.8924,0.1076,0.0013
"1300","1300",1,0.9651,0.0349,0.0013
"2192","2192",1,0.9651,0.0349,0.0013
"756","756",1,0.9626,0.0374,0.0014
"1213","1213",7,6.8956,0.1044,0.0016
"2122","2122",1,0.9604,0.0396,0.0016
"1642","1642",1,0.9592,0.0408,0.0017
"167","167",13,12.8475,0.1525,0.0018
"2420","2420",1,0.9575,0.0425,0.0019
"3006","3006",2,1.9387,0.0613,0.0019
"2020","2020",2,1.938,0.062,0.002
"144","144",1,0.9552,0.0448,0.0021
"1188","1188",17,16.8074,0.1926,0.0022
"1883","1883",1,0.9541,0.0459,0.0022
"179","179",2,1.9332,0.0668,0.0023
"475","475",1,0.9536,0.0464,0.0023
"2989","2989",3,2.9166,0.0834,0.0024
"1007","1007",1,0.9514,0.0486,0.0025
"139","139",1,0.9504,0.0496,0.0026
"834","834",1,0.9493,0.0507,0.0027
"1119","1119",1,0.9491,0.0509,0.0027
"1991","1991",2,1.9283,0.0717,0.0027
"127","127",1,0.9478,0.0522,0.0029
"1334","1334",2,1.9238,0.0762,0.003
"143","143",1,0.9454,0.0546,0.0032
"586","586",1,0.9452,0.0548,0.0032
"798","798",1,0.9444,0.0556,0.0033
"978","978",1,0.9431,0.0569,0.0034
"1799","1799",2,1.919,0.081,0.0034
"2569","2569",1,0.9424,0.0576,0.0035
"1626","1626",2,1.9159,0.0841,0.0037
"174","174",5,4.8614,0.1386,0.004
"1557","1557",1,0.939,0.061,0.004
"1912","1912",3,2.8922,0.1078,0.004
"2522","2522",1,0.9384,0.0616,0.004
"688","688",5,4.8591,0.1409,0.0041
"683","683",2,1.9074,0.0926,0.0045
"764","764",1,0.9342,0.0658,0.0046
"1011","1011",3,2.8854,0.1146,0.0046
"2333","2333",4,3.8666,0.1334,0.0046
"1930","1930",1,0.9329,0.0671,0.0048
"2197","2197",4,3.8615,0.1385,0.005
"2752","2752",1,0.932,0.068,0.005
"631","631",1,0.9306,0.0694,0.0052
"270","270",3,2.869,0.131,0.006
"40","40",1,0.9242,0.0758,0.0062
"378","378",1,0.9227,0.0773,0.0065
"821","821",1,0.9225,0.0775,0.0065
"2344","2344",1,0.9225,0.0775,0.0065
"72","72",1,0.9218,0.0782,0.0066
"230","230",1,0.921,0.079,0.0068
"1209","1209",1,0.9192,0.0808,0.0071
"2928","2928",5,4.8135,0.1865,0.0072
"753","753",2,1.8791,0.1209,0.0078
"861","861",1,0.9128,0.0872,0.0083
"1420","1420",1,0.9073,0.0927,0.0095
"2847","2847",1,0.9063,0.0937,0.0097
"814","814",1,0.9059,0.0941,0.0098
"49","49",5,4.782,0.218,0.0099
"1577","1577",1,0.9055,0.0945,0.0099
"92","92",1,0.9047,0.0953,0.01
"791","791",4,3.805,0.195,0.01
"346","346",4,3.8019,0.1981,0.0103
"695","695",3,2.8247,0.1753,0.0109
"856","856",2,1.8562,0.1438,0.0111
"162","162",3,2.8223,0.1777,0.0112
"617","617",1,0.8998,0.1002,0.0112
"1308","1308",2,1.8546,0.1454,0.0114
"1249","1249",6,5.7424,0.2576,0.0116
"1012","1012",1,0.8955,0.1045,0.0122
"55","55",1,0.8935,0.1065,0.0127
"96","96",1,0.8932,0.1068,0.0128
"2772","2772",1,0.891,0.109,0.0133
"1543","1543",1,0.8903,0.1097,0.0135
"2241","2241",5,4.7465,0.2535,0.0135
"2789","2789",8,7.6778,0.3222,0.0135
"226","226",2,1.8397,0.1603,0.014
"1639","1639",1,0.8877,0.1123,0.0142
"1791","1791",3,2.7994,0.2006,0.0144
"1128","1128",1,0.886,0.114,0.0147
"1494","1494",1,0.885,0.115,0.0149
"1336","1336",1,0.885,0.115,0.015
"1610","1610",4,3.7623,0.2377,0.015
"1061","1061",1,0.8837,0.1163,0.0153
"708","708",1,0.8832,0.1168,0.0154
"697","697",7,6.6713,0.3287,0.0162
"885","885",2,1.8273,0.1727,0.0163
"1673","1673",1,0.8797,0.1203,0.0165
"460","460",1,0.8784,0.1216,0.0168
"505","505",2,1.8244,0.1756,0.0169
"2","2",4,3.7477,0.2523,0.017
"2773","2773",7,6.6588,0.3412,0.0175
"939","939",1,0.8754,0.1246,0.0177
"1251","1251",2,1.8198,0.1802,0.0178
"967","967",1,0.8734,0.1266,0.0183
"1068","1068",1,0.8735,0.1265,0.0183
"401","401",1,0.8732,0.1268,0.0184
"1230","1230",6,5.6742,0.3258,0.0187
"134","134",1,0.8721,0.1279,0.0188
"2056","2056",3,2.7716,0.2284,0.0188
"1352","1352",1,0.8691,0.1309,0.0197
"2870","2870",3,2.7662,0.2338,0.0198
"257","257",1,0.8685,0.1315,0.0199
"429","429",1,0.8676,0.1324,0.0202
"163","163",1,0.8672,0.1328,0.0203
"1792","1792",2,1.8079,0.1921,0.0204
"1738","1738",5,4.6874,0.3126,0.0208
"307","307",5,4.68,0.32,0.0219
"1996","1996",1,0.8619,0.1381,0.0221
"2804","2804",1,0.8616,0.1384,0.0222
"943","943",1,0.8591,0.1409,0.0231
"2308","2308",3,2.7471,0.2529,0.0233
"2322","2322",1,0.8584,0.1416,0.0234
"1817","1817",3,2.7458,0.2542,0.0235
"1075","1075",1,0.8575,0.1425,0.0237
"1419","1419",1,0.8559,0.1441,0.0242
"2960","2960",1,0.856,0.144,0.0242
"154","154",5,4.6619,0.3381,0.0245
"1901","1901",1,0.8551,0.1449,0.0246
"1593","1593",3,2.7374,0.2626,0.0252
"2066","2066",6,5.6231,0.3769,0.0253
"1016","1016",1,0.8523,0.1477,0.0256
"2856","2856",1,0.8523,0.1477,0.0256
"1056","1056",1,0.852,0.148,0.0257
"1620","1620",1,0.8513,0.1487,0.026
"44","44",1,0.8497,0.1503,0.0266
"1046","1046",1,0.8491,0.1509,0.0268
"398","398",1,0.8468,0.1532,0.0277
"1725","1725",1,0.8467,0.1533,0.0278
"1031","1031",1,0.846,0.154,0.028
"1895","1895",8,7.5338,0.4662,0.0289
"1260","1260",5,4.6326,0.3674,0.0291
"964","964",5,4.6319,0.3681,0.0292
"2013","2013",1,0.8429,0.1571,0.0293
"2157","2157",11,10.4453,0.5547,0.0295
"214","214",6,5.5909,0.4091,0.0299
"1237","1237",3,2.7145,0.2855,0.03
"2976","2976",1,0.8398,0.1602,0.0306
"153","153",1,0.8395,0.1605,0.0307
"3081","3081",2,1.7655,0.2345,0.0311
"950","950",1,0.8383,0.1617,0.0312
"1513","1513",1,0.8369,0.1631,0.0318
"2094","2094",2,1.7632,0.2368,0.0318
"509","509",1,0.8362,0.1638,0.0321
"1969","1969",5,4.6128,0.3872,0.0325
"1356","1356",3,2.703,0.297,0.0326
"1862","1862",4,3.6547,0.3453,0.0326
"2444","2444",2,1.7601,0.2399,0.0327
"504","504",2,1.7597,0.2403,0.0328
"1217","1217",3,2.7025,0.2975,0.0328
"1789","1789",1,0.8311,0.1689,0.0343
"690","690",3,2.6944,0.3056,0.0347
"3007","3007",1,0.8303,0.1697,0.0347
"2733","2733",1,0.8298,0.1702,0.0349
"2950","2950",3,2.6892,0.3108,0.0359
"2082","2082",2,1.7489,0.2511,0.0361
"2815","2815",2,1.7479,0.2521,0.0363
"2819","2819",1,0.8252,0.1748,0.037
"711","711",3,2.6828,0.3172,0.0375
"2761","2761",1,0.8243,0.1757,0.0375
"3080","3080",2,1.7433,0.2567,0.0378
"2615","2615",1,0.8231,0.1769,0.038
"2806","2806",1,0.8214,0.1786,0.0388
"2165","2165",2,1.7382,0.2618,0.0394
"2848","2848",1,0.8184,0.1816,0.0403
"3072","3072",2,1.7345,0.2655,0.0406
"1964","1964",1,0.8169,0.1831,0.041
"256","256",1,0.8156,0.1844,0.0417
"3019","3019",1,0.8149,0.1851,0.042
"1021","1021",2,1.729,0.271,0.0425
"1165","1165",4,3.606,0.394,0.0431
"2347","2347",2,1.7263,0.2737,0.0434
"3108","3108",3,2.6591,0.3409,0.0437
"3000","3000",1,0.8114,0.1886,0.0438
"988","988",2,1.7219,0.2781,0.0449
"1333","1333",2,1.7202,0.2798,0.0455
"1696","1696",2,1.7203,0.2797,0.0455
"1760","1760",12,11.2836,0.7164,0.0455
"2016","2016",4,3.5851,0.4149,0.048
"1637","1637",1,0.803,0.197,0.0483
"704","704",2,1.7121,0.2879,0.0484
"3061","3061",3,2.6413,0.3587,0.0487
"567","567",3,2.6401,0.3599,0.0491
"434","434",3,2.6394,0.3606,0.0493
"1929","1929",6,5.4799,0.5201,0.0494
"2556","2556",1,0.7994,0.2006,0.0503
"1882","1882",1,0.7975,0.2025,0.0514
"1324","1324",1,0.7973,0.2027,0.0516
"1694","1694",1,0.7961,0.2039,0.0522
"610","610",1,0.7954,0.2046,0.0526
"1478","1478",6,5.4639,0.5361,0.0526
"2044","2044",2,1.7004,0.2996,0.0528
"2025","2025",2,1.6997,0.3003,0.0531
"469","469",1,0.7931,0.2069,0.054
"106","106",1,0.79,0.21,0.0558
"1797","1797",1,0.7891,0.2109,0.0564
"1080","1080",1,0.7882,0.2118,0.0569
"1014","1014",1,0.7861,0.2139,0.0582
"25","25",2,1.6865,0.3135,0.0583
"1800","1800",19,17.9759,1.0241,0.0583
"2120","2120",1,0.786,0.214,0.0583
"1071","1071",1,0.7855,0.2145,0.0586
"2512","2512",1,0.7851,0.2149,0.0589
"1104","1104",1,0.7845,0.2155,0.0592
"1042","1042",1,0.7841,0.2159,0.0595
"2098","2098",3,2.6029,0.3971,0.0606
"2994","2994",1,0.7807,0.2193,0.0616
"417","417",1,0.7804,0.2196,0.0618
"2287","2287",8,7.325,0.675,0.0622
"1987","1987",1,0.7781,0.2219,0.0633
"807","807",1,0.7764,0.2236,0.0644
"140","140",2,1.6699,0.3301,0.0653
"1415","1415",1,0.7739,0.2261,0.0661
"3042","3042",3,2.586,0.414,0.0663
"1464","1464",7,6.3486,0.6514,0.0668
"157","157",1,0.7712,0.2288,0.0679
"1531","1531",1,0.7695,0.2305,0.069
"1439","1439",1,0.7688,0.2312,0.0695
"1441","1441",1,0.7688,0.2312,0.0695
"1226","1226",4,3.5046,0.4954,0.07
"1294","1294",3,2.5743,0.4257,0.0704
"2865","2865",2,1.6566,0.3434,0.0712
"2138","2138",2,1.6543,0.3457,0.0722
"466","466",2,1.6539,0.3461,0.0724
"2478","2478",13,12.0643,0.9357,0.0726
"1319","1319",3,2.5678,0.4322,0.0727
"208","208",3,2.5662,0.4338,0.0733
"546","546",1,0.7633,0.2367,0.0734
"997","997",1,0.7626,0.2374,0.0739
"1935","1935",4,3.492,0.508,0.0739
"2035","2035",5,4.4249,0.5751,0.0748
"1524","1524",1,0.7608,0.2392,0.0752
"2832","2832",2,1.6423,0.3577,0.0779
"1222","1222",2,1.6415,0.3585,0.0783
"10","10",1,0.7564,0.2436,0.0785
"1618","1618",1,0.755,0.245,0.0795
"930","930",1,0.7549,0.2451,0.0796
"1988","1988",1,0.7546,0.2454,0.0798
"780","780",1,0.7543,0.2457,0.08
"2952","2952",19,17.8054,1.1946,0.0801
"1070","1070",2,1.6355,0.3645,0.0812
"237","237",18,16.8284,1.1716,0.0816
"1329","1329",1,0.7508,0.2492,0.0827
"1445","1445",1,0.7503,0.2497,0.0831
"97","97",1,0.7469,0.2531,0.0858
"696","696",2,1.6258,0.3742,0.0861
"1192","1192",3,2.5329,0.4671,0.0862
"1004","1004",1,0.7444,0.2556,0.0877
"2846","2846",1,0.7435,0.2565,0.0885
"674","674",3,2.5255,0.4745,0.0892
"497","497",1,0.7419,0.2581,0.0898
"2769","2769",1,0.7409,0.2591,0.0906
"116","116",1,0.7407,0.2593,0.0908
"2587","2587",1,0.7405,0.2595,0.0909
"783","783",3,2.5196,0.4804,0.0916
"1997","1997",2,1.6152,0.3848,0.0917
"2114","2114",1,0.7375,0.2625,0.0934
"1133","1133",2,1.6097,0.3903,0.0946
"611","611",11,10.0225,0.9775,0.0953
"1454","1454",1,0.7352,0.2648,0.0954
"1499","1499",1,0.7348,0.2652,0.0958
"2663","2663",1,0.7344,0.2656,0.0961
"258","258",3,2.5082,0.4918,0.0964
"917","917",2,1.6055,0.3945,0.097
"670","670",9,8.1069,0.8931,0.0984
"3074","3074",2,1.6024,0.3976,0.0987
"1641","1641",1,0.7312,0.2688,0.0988
"2359","2359",1,0.7308,0.2692,0.0992
"1497","1497",1,0.7298,0.2702,0.1
"3110","3110",2,1.5994,0.4006,0.1004
"2179","2179",1,0.7285,0.2715,0.1012
"1808","1808",4,3.412,0.588,0.1013
"17","17",2,1.597,0.403,0.1017
"1371","1371",4,3.409,0.591,0.1025
"2719","2719",1,0.7267,0.2733,0.1027
"2729","2729",2,1.5945,0.4055,0.1031
"1881","1881",2,1.5942,0.4058,0.1033
"61","61",2,1.5923,0.4077,0.1044
"818","818",1,0.7232,0.2768,0.1059
"1734","1734",1,0.7229,0.2771,0.1062
"2048","2048",1,0.7225,0.2775,0.1066
"1529","1529",1,0.7222,0.2778,0.1068
"1981","1981",1,0.7213,0.2787,0.1077
"2493","2493",5,4.3163,0.6837,0.1083
"796","796",1,0.7202,0.2798,0.1087
"336","336",2,1.5828,0.4172,0.11
"574","574",2,1.5828,0.4172,0.11
"3015","3015",1,0.7189,0.2811,0.11
"345","345",2,1.5825,0.4175,0.1101
"1655","1655",1,0.718,0.282,0.1107
"956","956",1,0.7176,0.2824,0.1111
"2993","2993",2,1.581,0.419,0.1111
"1959","1959",3,2.4753,0.5247,0.1112
"52","52",3,2.4744,0.5256,0.1116
"2464","2464",1,0.7168,0.2832,0.1119
"468","468",2,1.5781,0.4219,0.1128
"1750","1750",5,4.2984,0.7016,0.1145
"765","765",1,0.7118,0.2882,0.1167
"1236","1236",3,2.4602,0.5398,0.1185
"2498","2498",1,0.7095,0.2905,0.1189
"761","761",1,0.7065,0.2935,0.1219
"1504","1504",5,4.2739,0.7261,0.1233
"1877","1877",3,2.4502,0.5498,0.1234
"1431","1431",1,0.7043,0.2957,0.1242
"517","517",1,0.7037,0.2963,0.1248
"2107","2107",1,0.7036,0.2964,0.1249
"1638","1638",2,1.5579,0.4421,0.1254
"1818","1818",4,3.3513,0.6487,0.1256
"1495","1495",1,0.7026,0.2974,0.1259
"2969","2969",2,1.5562,0.4438,0.1265
"2074","2074",4,3.3451,0.6549,0.1282
"1976","1976",1,0.6991,0.3009,0.1295
"1873","1873",3,2.4374,0.5626,0.1299
"1033","1033",1,0.6985,0.3015,0.1301
"1385","1385",1,0.6983,0.3017,0.1303
"619","619",2,1.5494,0.4506,0.131
"1028","1028",1,0.6977,0.3023,0.131
"1874","1874",4,3.3379,0.6621,0.1313
"1442","1442",1,0.6967,0.3033,0.1321
"1715","1715",1,0.696,0.304,0.1327
"916","916",3,2.4281,0.5719,0.1347
"101","101",1,0.6939,0.3061,0.1351
"2378","2378",1,0.6937,0.3063,0.1352
"1493","1493",8,7.0245,0.9755,0.1355
"427","427",4,3.3282,0.6718,0.1356
"699","699",2,1.5403,0.4597,0.1372
"45","45",8,7.017,0.983,0.1377
"1689","1689",1,0.6905,0.3095,0.1387
"1487","1487",1,0.6897,0.3103,0.1396
"2486","2486",1,0.6891,0.3109,0.1403
"1695","1695",1,0.688,0.312,0.1415
"951","951",1,0.6877,0.3123,0.1418
"2455","2455",1,0.6877,0.3123,0.1418
"1955","1955",1,0.6875,0.3125,0.142
"2837","2837",2,1.5313,0.4687,0.1435
"16","16",2,1.5297,0.4703,0.1446
"1467","1467",1,0.6823,0.3177,0.148
"1805","1805",6,5.1285,0.8715,0.1481
"1811","1811",4,3.3006,0.6994,0.1482
"666","666",4,3.2995,0.7005,0.1487
"2809","2809",2,1.5224,0.4776,0.1498
"1945","1945",2,1.5223,0.4777,0.1499
"2012","2012",4,3.2969,0.7031,0.15
"1644","1644",1,0.6794,0.3206,0.1513
"3084","3084",6,5.1182,0.8818,0.1519
"2008","2008",3,2.3935,0.6065,0.1537
"1745","1745",4,3.2862,0.7138,0.155
"1946","1946",2,1.5126,0.4874,0.1571
"1936","1936",2,1.5115,0.4885,0.1579
"774","774",2,1.5079,0.4921,0.1606
"2853","2853",1,0.6715,0.3285,0.1607
"169","169",15,13.5251,1.4749,0.1608
"2142","2142",2,1.5068,0.4932,0.1614
"185","185",6,5.0926,0.9074,0.1617
"1941","1941",4,3.2723,0.7277,0.1618
"1521","1521",1,0.6702,0.3298,0.1623
"1242","1242",2,1.5056,0.4944,0.1624
"794","794",2,1.5054,0.4946,0.1625
"1402","1402",3,2.3755,0.6245,0.1642
"651","651",1,0.6681,0.3319,0.1649
"1889","1889",2,1.5012,0.4988,0.1658
"403","403",1,0.6649,0.3351,0.1688
"1452","1452",1,0.6643,0.3357,0.1696
"2416","2416",1,0.6642,0.3358,0.1698
"115","115",1,0.6631,0.3369,0.1711
"2296","2296",1,0.6631,0.3369,0.1711
"786","786",1,0.6629,0.3371,0.1715
"367","367",1,0.6628,0.3372,0.1716
"999","999",1,0.662,0.338,0.1725
"655","655",4,3.2501,0.7499,0.173
"1658","1658",1,0.6601,0.3399,0.175
"928","928",1,0.6598,0.3402,0.1754
"2759","2759",2,1.4879,0.5121,0.1763
"1713","1713",1,0.6584,0.3416,0.1773
"1448","1448",2,1.4857,0.5143,0.178
"1837","1837",6,5.0411,0.9589,0.1824
"426","426",2,1.4803,0.5197,0.1825
"317","317",4,3.231,0.769,0.183
"515","515",1,0.6539,0.3461,0.1832
"1591","1591",2,1.4792,0.5208,0.1834
"3014","3014",2,1.4776,0.5224,0.1847
"1139","1139",2,1.4764,0.5236,0.1857
"1530","1530",1,0.6518,0.3482,0.186
"1875","1875",3,2.3368,0.6632,0.1882
"1931","1931",2,1.4722,0.5278,0.1892
"2178","2178",1,0.6495,0.3505,0.1892
"423","423",1,0.6492,0.3508,0.1896
"2737","2737",3,2.3342,0.6658,0.1899
"1537","1537",4,3.2144,0.7856,0.192
"2314","2314",1,0.647,0.353,0.1926
"769","769",2,1.4677,0.5323,0.193
"2755","2755",1,0.6458,0.3542,0.1942
"1643","1643",1,0.6458,0.3542,0.1943
"1389","1389",3,2.3255,0.6745,0.1957
"731","731",1,0.6445,0.3555,0.1961
"813","813",2,1.4637,0.5363,0.1965
"2112","2112",2,1.4635,0.5365,0.1967
"269","269",2,1.4626,0.5374,0.1975
"2286","2286",19,17.1567,1.8433,0.198
"2665","2665",1,0.6431,0.3569,0.198
"85","85",3,2.3216,0.6784,0.1982
"863","863",1,0.643,0.357,0.1982
"1501","1501",1,0.6422,0.3578,0.1993
"2973","2973",1,0.642,0.358,0.1996
"1008","1008",1,0.6396,0.3604,0.203
"1208","1208",2,1.4561,0.5439,0.2031
"1897","1897",5,4.0867,0.9133,0.2041
"1376","1376",1,0.6376,0.3624,0.2059
"1697","1697",1,0.6375,0.3625,0.2061
"2154","2154",1,0.6359,0.3641,0.2085
"2140","2140",1,0.6357,0.3643,0.2088
"1072","1072",1,0.6356,0.3644,0.2089
"1006","1006",2,1.4456,0.5544,0.2126
"1652","1652",3,2.3004,0.6996,0.2128
"2053","2053",3,2.2963,0.7037,0.2156
"191","191",24,21.823,2.177,0.2172
"443","443",1,0.6298,0.3702,0.2176
"2896","2896",1,0.6291,0.3709,0.2187
"553","553",1,0.6288,0.3712,0.2191
"1140","1140",1,0.6276,0.3724,0.221
"2885","2885",2,1.4347,0.5653,0.2227
"386","386",4,3.1601,0.8399,0.2232
"1050","1050",1,0.626,0.374,0.2235
"29","29",1,0.6252,0.3748,0.2246
