"","County","Freq","Expected","Residual","Component"
"1686","1686",0,0.7149,-0.7149,-0.7149
"1118","1118",0,0.709,-0.709,-0.709
"2376","2376",0,0.7058,-0.7058,-0.7058
"2424","2424",0,0.7055,-0.7055,-0.7055
"108","108",2,3.5904,-1.5904,-0.7045
"1254","1254",3,4.8468,-1.8468,-0.7037
"1522","1522",0,0.7015,-0.7015,-0.7015
"1928","1928",1,2.2585,-1.2585,-0.7013
"2448","2448",0,0.6994,-0.6994,-0.6994
"376","376",0,0.6978,-0.6978,-0.6978
"584","584",0,0.6973,-0.6973,-0.6973
"2637","2637",0,0.6963,-0.6963,-0.6963
"2586","2586",1,2.2496,-1.2496,-0.6941
"1678","1678",0,0.6937,-0.6937,-0.6937
"248","248",0,0.6929,-0.6929,-0.6929
"958","958",0,0.6913,-0.6913,-0.6913
"459","459",0,0.6912,-0.6912,-0.6912
"2339","2339",1,2.2457,-1.2457,-0.691
"342","342",4,6.0411,-2.0411,-0.6896
"602","602",0,0.688,-0.688,-0.688
"1123","1123",0,0.6869,-0.6869,-0.6869
"1026","1026",0,0.6863,-0.6863,-0.6863
"1434","1434",0,0.6856,-0.6856,-0.6856
"1001","1001",1,2.2386,-1.2386,-0.6853
"2355","2355",0,0.685,-0.685,-0.685
"2150","2150",0,0.6837,-0.6837,-0.6837
"1763","1763",7,9.5527,-2.5527,-0.6821
"618","618",1,2.2337,-1.2337,-0.6814
"2641","2641",0,0.6814,-0.6814,-0.6814
"452","452",0,0.6805,-0.6805,-0.6805
"990","990",0,0.6802,-0.6802,-0.6802
"1052","1052",0,0.6795,-0.6795,-0.6795
"2811","2811",0,0.6792,-0.6792,-0.6792
"2734","2734",1,2.2293,-1.2293,-0.6778
"2318","2318",0,0.6759,-0.6759,-0.6759
"2210","2210",1,2.2249,-1.2249,-0.6744
"2834","2834",5,7.2037,-2.2037,-0.6741
"1337","1337",1,2.2241,-1.2241,-0.6737
"1843","1843",8,10.6827,-2.6827,-0.6737
"2027","2027",3,4.7958,-1.7958,-0.6724
"104","104",0,0.671,-0.671,-0.671
"3038","3038",0,0.6707,-0.6707,-0.6707
"2411","2411",0,0.6706,-0.6706,-0.6706
"2746","2746",0,0.6706,-0.6706,-0.6706
"1573","1573",0,0.67,-0.67,-0.67
"415","415",1,2.2194,-1.2194,-0.6699
"2002","2002",0,0.6687,-0.6687,-0.6687
"987","987",0,0.6682,-0.6682,-0.6682
"1024","1024",0,0.6681,-0.6681,-0.6681
"606","606",0,0.6679,-0.6679,-0.6679
"2134","2134",0,0.6678,-0.6678,-0.6678
"1081","1081",0,0.6666,-0.6666,-0.6666
"2394","2394",0,0.6659,-0.6659,-0.6659
"1430","1430",0,0.6658,-0.6658,-0.6658
"2443","2443",0,0.6629,-0.6629,-0.6629
"719","719",0,0.6611,-0.6611,-0.6611
"2180","2180",1,2.2081,-1.2081,-0.661
"3018","3018",2,3.5262,-1.5262,-0.6606
"2726","2726",0,0.6605,-0.6605,-0.6605
"227","227",0,0.6583,-0.6583,-0.6583
"1526","1526",0,0.6581,-0.6581,-0.6581
"847","847",0,0.658,-0.658,-0.658
"2101","2101",3,4.7717,-1.7717,-0.6578
"1672","1672",0,0.6565,-0.6565,-0.6565
"2568","2568",0,0.6558,-0.6558,-0.6558
"561","561",0,0.6553,-0.6553,-0.6553
"635","635",1,2.2,-1.2,-0.6545
"1958","1958",1,2.1988,-1.1988,-0.6536
"599","599",0,0.6532,-0.6532,-0.6532
"568","568",0,0.6529,-0.6529,-0.6529
"253","253",0,0.6523,-0.6523,-0.6523
"878","878",1,2.1964,-1.1964,-0.6517
"2611","2611",0,0.6503,-0.6503,-0.6503
"375","375",0,0.6502,-0.6502,-0.6502
"364","364",0,0.6461,-0.6461,-0.6461
"630","630",0,0.6457,-0.6457,-0.6457
"508","508",0,0.6445,-0.6445,-0.6445
"1967","1967",0,0.6434,-0.6434,-0.6434
"2514","2514",2,3.4975,-1.4975,-0.6412
"572","572",1,2.1802,-1.1802,-0.6389
"1541","1541",0,0.6382,-0.6382,-0.6382
"1712","1712",0,0.6381,-0.6381,-0.6381
"2639","2639",0,0.636,-0.636,-0.636
"2824","2824",1,2.1765,-1.1765,-0.636
"1363","1363",0,0.6335,-0.6335,-0.6335
"1423","1423",0,0.6327,-0.6327,-0.6327
"543","543",0,0.631,-0.631,-0.631
"2921","2921",1,2.17,-1.17,-0.6309
"524","524",0,0.6304,-0.6304,-0.6304
"2584","2584",0,0.6301,-0.6301,-0.6301
"1547","1547",0,0.6286,-0.6286,-0.6286
"2490","2490",0,0.6281,-0.6281,-0.6281
"490","490",0,0.6279,-0.6279,-0.6279
"2932","2932",0,0.6241,-0.6241,-0.6241
"274","274",0,0.6237,-0.6237,-0.6237
"203","203",0,0.6232,-0.6232,-0.6232
"2575","2575",0,0.6209,-0.6209,-0.6209
"931","931",0,0.6201,-0.6201,-0.6201
"2482","2482",2,3.4616,-1.4616,-0.6171
"2362","2362",0,0.6167,-0.6167,-0.6167
"3063","3063",2,3.4597,-1.4597,-0.6159
"840","840",0,0.6149,-0.6149,-0.6149
"1762","1762",1,2.1496,-1.1496,-0.6148
"2186","2186",1,2.1487,-1.1487,-0.6141
"2933","2933",3,4.6921,-1.6921,-0.6102
"1674","1674",0,0.6094,-0.6094,-0.6094
"1244","1244",0,0.6089,-0.6089,-0.6089
"2627","2627",1,2.1412,-1.1412,-0.6082
"701","701",1,2.1392,-1.1392,-0.6067
"1975","1975",0,0.6065,-0.6065,-0.6065
"1510","1510",0,0.6063,-0.6063,-0.6063
"1036","1036",0,0.6052,-0.6052,-0.6052
"3028","3028",2,3.4433,-1.4433,-0.605
"1457","1457",0,0.6047,-0.6047,-0.6047
"2152","2152",0,0.6035,-0.6035,-0.6035
"1913","1913",0,0.6021,-0.6021,-0.6021
"2108","2108",0,0.6021,-0.6021,-0.6021
"1285","1285",1,2.133,-1.133,-0.6018
"2071","2071",10,12.7676,-2.7676,-0.5999
"2561","2561",0,0.5999,-0.5999,-0.5999
"2087","2087",1,2.1304,-1.1304,-0.5998
"1483","1483",0,0.5997,-0.5997,-0.5997
"1475","1475",0,0.5995,-0.5995,-0.5995
"2216","2216",2,3.4348,-1.4348,-0.5993
"228","228",0,0.5969,-0.5969,-0.5969
"2234","2234",2,3.431,-1.431,-0.5968
"941","941",0,0.5966,-0.5966,-0.5966
"933","933",0,0.5954,-0.5954,-0.5954
"1839","1839",3,4.6669,-1.6669,-0.5954
"2677","2677",0,0.5948,-0.5948,-0.5948
"1126","1126",0,0.5944,-0.5944,-0.5944
"754","754",0,0.5932,-0.5932,-0.5932
"687","687",1,2.1217,-1.1217,-0.593
"2352","2352",0,0.5927,-0.5927,-0.5927
"2156","2156",0,0.5916,-0.5916,-0.5916
"1105","1105",0,0.5903,-0.5903,-0.5903
"1127","1127",0,0.5891,-0.5891,-0.5891
"2472","2472",1,2.1151,-1.1151,-0.5879
"2166","2166",0,0.5856,-0.5856,-0.5856
"1271","1271",1,2.1119,-1.1119,-0.5854
"2583","2583",0,0.5851,-0.5851,-0.5851
"2385","2385",0,0.5843,-0.5843,-0.5843
"2723","2723",0,0.584,-0.584,-0.584
"2652","2652",0,0.5816,-0.5816,-0.5816
"439","439",0,0.5802,-0.5802,-0.5802
"2407","2407",0,0.5802,-0.5802,-0.5802
"2469","2469",0,0.5796,-0.5796,-0.5796
"88","88",0,0.5779,-0.5779,-0.5779
"299","299",3,4.6356,-1.6356,-0.5771
"1833","1833",14,17.1433,-3.1433,-0.5763
"2253","2253",3,4.633,-1.633,-0.5756
"598","598",1,2.0966,-1.0966,-0.5735
"2227","2227",0,0.5734,-0.5734,-0.5734
"1517","1517",0,0.5723,-0.5723,-0.5723
"644","644",0,0.5713,-0.5713,-0.5713
"869","869",0,0.5699,-0.5699,-0.5699
"1651","1651",0,0.5698,-0.5698,-0.5698
"2678","2678",1,2.0903,-1.0903,-0.5687
"349","349",7,9.2975,-2.2975,-0.5678
"2831","2831",0,0.5667,-0.5667,-0.5667
"2810","2810",0,0.5663,-0.5663,-0.5663
"1381","1381",0,0.5659,-0.5659,-0.5659
"3021","3021",1,2.0847,-1.0847,-0.5644
"1498","1498",0,0.5624,-0.5624,-0.5624
"2419","2419",0,0.5621,-0.5621,-0.5621
"2762","2762",0,0.562,-0.562,-0.562
"320","320",0,0.5611,-0.5611,-0.5611
"1977","1977",0,0.5605,-0.5605,-0.5605
"936","936",0,0.5603,-0.5603,-0.5603
"356","356",0,0.5585,-0.5585,-0.5585
"2692","2692",0,0.5579,-0.5579,-0.5579
"749","749",0,0.5577,-0.5577,-0.5577
"103","103",0,0.5573,-0.5573,-0.5573
"526","526",0,0.5556,-0.5556,-0.5556
"1099","1099",0,0.5552,-0.5552,-0.5552
"2767","2767",0,0.5546,-0.5546,-0.5546
"2393","2393",0,0.5529,-0.5529,-0.5529
"1983","1983",0,0.5528,-0.5528,-0.5528
"672","672",0,0.5519,-0.5519,-0.5519
"2720","2720",1,2.0684,-1.0684,-0.5519
"22","22",1,2.0666,-1.0666,-0.5505
"1038","1038",0,0.5499,-0.5499,-0.5499
"1982","1982",0,0.5468,-0.5468,-0.5468
"1579","1579",0,0.5425,-0.5425,-0.5425
"2520","2520",0,0.5422,-0.5422,-0.5422
"220","220",0,0.5412,-0.5412,-0.5412
"2908","2908",0,0.5389,-0.5389,-0.5389
"3017","3017",0,0.5384,-0.5384,-0.5384
"2722","2722",0,0.5355,-0.5355,-0.5355
"912","912",0,0.5342,-0.5342,-0.5342
"245","245",0,0.5331,-0.5331,-0.5331
"2177","2177",0,0.5327,-0.5327,-0.5327
"277","277",0,0.5315,-0.5315,-0.5315
"678","678",2,3.3302,-1.3302,-0.5313
"1289","1289",2,3.3283,-1.3283,-0.5301
"2621","2621",0,0.5301,-0.5301,-0.5301
"338","338",0,0.5282,-0.5282,-0.5282
"1098","1098",0,0.5274,-0.5274,-0.5274
"2541","2541",0,0.5269,-0.5269,-0.5269
"945","945",0,0.5268,-0.5268,-0.5268
"1010","1010",0,0.5268,-0.5268,-0.5268
"2386","2386",0,0.5255,-0.5255,-0.5255
"1239","1239",2,3.3197,-1.3197,-0.5246
"372","372",0,0.5239,-0.5239,-0.5239
"19","19",0,0.5233,-0.5233,-0.5233
"2990","2990",1,2.0309,-1.0309,-0.5233
"1398","1398",0,0.5212,-0.5212,-0.5212
"654","654",0,0.5207,-0.5207,-0.5207
"2460","2460",0,0.5199,-0.5199,-0.5199
"2671","2671",0,0.5199,-0.5199,-0.5199
"596","596",0,0.5191,-0.5191,-0.5191
"2480","2480",0,0.5189,-0.5189,-0.5189
"715","715",1,2.0236,-1.0236,-0.5177
"1898","1898",0,0.5176,-0.5176,-0.5176
"2666","2666",0,0.5172,-0.5172,-0.5172
"1171","1171",2,3.3067,-1.3067,-0.5164
"2270","2270",1,2.0213,-1.0213,-0.516
"2476","2476",0,0.516,-0.516,-0.516
"2354","2354",0,0.5158,-0.5158,-0.5158
"2894","2894",0,0.514,-0.514,-0.514
"359","359",0,0.5135,-0.5135,-0.5135
"534","534",0,0.5135,-0.5135,-0.5135
"1544","1544",0,0.5124,-0.5124,-0.5124
"482","482",0,0.5123,-0.5123,-0.5123
"976","976",0,0.5112,-0.5112,-0.5112
"2247","2247",2,3.2979,-1.2979,-0.5108
"1709","1709",0,0.5101,-0.5101,-0.5101
"1915","1915",1,2.0123,-1.0123,-0.5092
"871","871",0,0.508,-0.508,-0.508
"1656","1656",0,0.5078,-0.5078,-0.5078
"296","296",6,8.0174,-2.0174,-0.5076
"1477","1477",0,0.5065,-0.5065,-0.5065
"2126","2126",1,2.0084,-1.0084,-0.5063
"1688","1688",0,0.5058,-0.5058,-0.5058
"2539","2539",0,0.5048,-0.5048,-0.5048
"2246","2246",1,2.0061,-1.0061,-0.5046
"471","471",0,0.5037,-0.5037,-0.5037
"2104","2104",0,0.5034,-0.5034,-0.5034
"2201","2201",4,5.688,-1.688,-0.5009
"130","130",0,0.5006,-0.5006,-0.5006
"2638","2638",0,0.5001,-0.5001,-0.5001
"2105","2105",0,0.5,-0.5,-0.5
"948","948",6,7.9995,-1.9995,-0.4998
"957","957",0,0.4998,-0.4998,-0.4998
"2684","2684",0,0.4998,-0.4998,-0.4998
"454","454",0,0.4985,-0.4985,-0.4985
"1485","1485",0,0.4985,-0.4985,-0.4985
"2459","2459",1,1.9972,-0.9972,-0.4979
"1640","1640",0,0.4961,-0.4961,-0.4961
"42","42",1,1.9946,-0.9946,-0.496
"2696","2696",0,0.4954,-0.4954,-0.4954
"2214","2214",0,0.4952,-0.4952,-0.4952
"2345","2345",0,0.4952,-0.4952,-0.4952
"1421","1421",0,0.4949,-0.4949,-0.4949
"1403","1403",0,0.4948,-0.4948,-0.4948
"2936","2936",1,1.9911,-0.9911,-0.4933
"1731","1731",0,0.4925,-0.4925,-0.4925
"117","117",1,1.9895,-0.9895,-0.4921
"2816","2816",0,0.4915,-0.4915,-0.4915
"1384","1384",0,0.4898,-0.4898,-0.4898
"2176","2176",1,1.9839,-0.9839,-0.488
"1313","1313",1,1.9835,-0.9835,-0.4877
"1449","1449",0,0.4874,-0.4874,-0.4874
"432","432",0,0.4867,-0.4867,-0.4867
"1219","1219",2,3.2591,-1.2591,-0.4864
"2081","2081",4,5.6562,-1.6562,-0.485
"1549","1549",1,1.9797,-0.9797,-0.4848
"2149","2149",0,0.4848,-0.4848,-0.4848
"2835","2835",1,1.9791,-0.9791,-0.4844
"744","744",1,1.9786,-0.9786,-0.484
"974","974",1,1.9755,-0.9755,-0.4817
"1145","1145",0,0.4814,-0.4814,-0.4814
"1903","1903",1,1.973,-0.973,-0.4799
"550","550",4,5.6457,-1.6457,-0.4797
"1131","1131",0,0.4791,-0.4791,-0.4791
"2046","2046",2,3.2473,-1.2473,-0.4791
"892","892",0,0.4781,-0.4781,-0.4781
"2763","2763",0,0.4769,-0.4769,-0.4769
"3004","3004",1,1.969,-0.969,-0.4769
"980","980",0,0.4763,-0.4763,-0.4763
"1034","1034",0,0.4736,-0.4736,-0.4736
"1301","1301",1,1.9631,-0.9631,-0.4725
"2567","2567",0,0.4724,-0.4724,-0.4724
"643","643",0,0.4717,-0.4717,-0.4717
"1951","1951",2,3.235,-1.235,-0.4715
"1091","1091",0,0.4703,-0.4703,-0.4703
"2754","2754",3,4.445,-1.445,-0.4698
"2137","2137",0,0.4679,-0.4679,-0.4679
"2413","2413",0,0.4676,-0.4676,-0.4676
"2060","2060",1,1.9555,-0.9555,-0.4669
"963","963",0,0.4663,-0.4663,-0.4663
"1472","1472",0,0.4662,-0.4662,-0.4662
"69","69",3,4.4368,-1.4368,-0.4653
"264","264",0,0.4647,-0.4647,-0.4647
"2447","2447",0,0.4627,-0.4627,-0.4627
"1109","1109",0,0.4622,-0.4622,-0.4622
"1392","1392",0,0.4609,-0.4609,-0.4609
"156","156",0,0.4608,-0.4608,-0.4608
"1412","1412",0,0.4606,-0.4606,-0.4606
"1375","1375",0,0.4598,-0.4598,-0.4598
"102","102",0,0.4586,-0.4586,-0.4586
"2649","2649",2,3.2138,-1.2138,-0.4585
"1388","1388",0,0.4582,-0.4582,-0.4582
"1492","1492",0,0.4577,-0.4577,-0.4577
"1041","1041",0,0.4575,-0.4575,-0.4575
"2377","2377",0,0.4575,-0.4575,-0.4575
"1106","1106",0,0.4566,-0.4566,-0.4566
"1669","1669",0,0.455,-0.455,-0.455
"884","884",0,0.4539,-0.4539,-0.4539
"2381","2381",0,0.4527,-0.4527,-0.4527
"2688","2688",0,0.4522,-0.4522,-0.4522
"2513","2513",1,1.9328,-0.9328,-0.4502
"395","395",0,0.4497,-0.4497,-0.4497
"652","652",0,0.4488,-0.4488,-0.4488
"927","927",0,0.4481,-0.4481,-0.4481
"416","416",2,3.1959,-1.1959,-0.4475
"2338","2338",1,1.9282,-0.9282,-0.4468
"2937","2937",0,0.4467,-0.4467,-0.4467
"893","893",0,0.4464,-0.4464,-0.4464
"2622","2622",0,0.445,-0.445,-0.445
"1633","1633",0,0.4449,-0.4449,-0.4449
"141","141",0,0.4447,-0.4447,-0.4447
"2552","2552",0,0.4442,-0.4442,-0.4442
"332","332",4,5.5729,-1.5729,-0.4439
"2168","2168",1,1.9241,-0.9241,-0.4438
"573","573",0,0.4437,-0.4437,-0.4437
"1985","1985",0,0.4436,-0.4436,-0.4436
"1437","1437",0,0.4435,-0.4435,-0.4435
"1506","1506",0,0.4426,-0.4426,-0.4426
"2441","2441",0,0.442,-0.442,-0.442
"513","513",1,1.9211,-0.9211,-0.4416
"1310","1310",2,3.1857,-1.1857,-0.4413
"366","366",1,1.9187,-0.9187,-0.4399
"2530","2530",0,0.4399,-0.4399,-0.4399
"2391","2391",0,0.4393,-0.4393,-0.4393
"137","137",0,0.439,-0.439,-0.439
"1660","1660",0,0.4385,-0.4385,-0.4385
"1692","1692",0,0.4366,-0.4366,-0.4366
"1327","1327",1,1.9132,-0.9132,-0.4359
"73","73",0,0.4358,-0.4358,-0.4358
"944","944",2,3.1764,-1.1764,-0.4357
"2007","2007",0,0.4355,-0.4355,-0.4355
"722","722",1,1.9121,-0.9121,-0.4351
"402","402",10,12.3136,-2.3136,-0.4347
"1299","1299",2,3.174,-1.174,-0.4342
"2694","2694",0,0.4327,-0.4327,-0.4327
"1103","1103",0,0.4318,-0.4318,-0.4318
"668","668",1,1.9048,-0.9048,-0.4298
"894","894",0,0.4283,-0.4283,-0.4283
"465","465",1,1.9015,-0.9015,-0.4274
"2614","2614",0,0.4269,-0.4269,-0.4269
"1575","1575",0,0.4256,-0.4256,-0.4256
"2232","2232",3,4.3621,-1.3621,-0.4253
"2403","2403",0,0.425,-0.425,-0.425
"2398","2398",1,1.8971,-0.8971,-0.4242
"2717","2717",0,0.4223,-0.4223,-0.4223
"6","6",0,0.4212,-0.4212,-0.4212
"2360","2360",0,0.4207,-0.4207,-0.4207
"305","305",0,0.4206,-0.4206,-0.4206
"1868","1868",1,1.8914,-0.8914,-0.4201
"914","914",0,0.4193,-0.4193,-0.4193
"790","790",1,1.8898,-0.8898,-0.4189
"2697","2697",0,0.4184,-0.4184,-0.4184
"2610","2610",1,1.8875,-0.8875,-0.4173
"1746","1746",5,6.6676,-1.6676,-0.4171
"1559","1559",0,0.4166,-0.4166,-0.4166
"1582","1582",0,0.4153,-0.4153,-0.4153
"1599","1599",0,0.4147,-0.4147,-0.4147
"555","555",1,1.8811,-0.8811,-0.4127
"1076","1076",0,0.412,-0.412,-0.412
"1937","1937",2,3.1351,-1.1351,-0.411
"2097","2097",4,5.5039,-1.5039,-0.4109
"407","407",0,0.4106,-0.4106,-0.4106
"601","601",0,0.4106,-0.4106,-0.4106
"1465","1465",2,3.1326,-1.1326,-0.4095
"2019","2019",2,3.1325,-1.1325,-0.4094
"1044","1044",0,0.4083,-0.4083,-0.4083
"1055","1055",0,0.4067,-0.4067,-0.4067
"2643","2643",0,0.4066,-0.4066,-0.4066
"1175","1175",1,1.8724,-0.8724,-0.4065
"1088","1088",0,0.405,-0.405,-0.405
"1440","1440",0,0.4041,-0.4041,-0.4041
"992","992",0,0.4039,-0.4039,-0.4039
"371","371",0,0.4029,-0.4029,-0.4029
"2106","2106",0,0.4025,-0.4025,-0.4025
"2670","2670",0,0.4022,-0.4022,-0.4022
"1228","1228",1,1.8639,-0.8639,-0.4004
"2375","2375",0,0.4003,-0.4003,-0.4003
"63","63",2,3.1131,-1.1131,-0.398
"441","441",0,0.398,-0.398,-0.398
"2006","2006",1,1.8587,-0.8587,-0.3967
"2756","2756",0,0.3952,-0.3952,-0.3952
"309","309",0,0.3951,-0.3951,-0.3951
"1323","1323",1,1.8558,-0.8558,-0.3946
"1829","1829",22,25.1493,-3.1493,-0.3944
"1240","1240",4,5.4665,-1.4665,-0.3934
"2226","2226",4,5.4657,-1.4657,-0.3931
"1654","1654",0,0.3926,-0.3926,-0.3926
"293","293",0,0.3908,-0.3908,-0.3908
"1894","1894",1,1.8499,-0.8499,-0.3904
"2714","2714",13,15.4563,-2.4563,-0.3904
"122","122",0,0.3902,-0.3902,-0.3902
"1708","1708",0,0.3901,-0.3901,-0.3901
"558","558",0,0.3896,-0.3896,-0.3896
"397","397",0,0.3886,-0.3886,-0.3886
"2388","2388",0,0.3867,-0.3867,-0.3867
"1405","1405",0,0.3866,-0.3866,-0.3866
"2463","2463",0,0.3858,-0.3858,-0.3858
"2591","2591",0,0.385,-0.385,-0.385
"677","677",1,1.8415,-0.8415,-0.3845
"1546","1546",5,6.5902,-1.5902,-0.3837
"2357","2357",0,0.3827,-0.3827,-0.3827
"1030","1030",0,0.3822,-0.3822,-0.3822
"438","438",0,0.3817,-0.3817,-0.3817
"1137","1137",1,1.8361,-0.8361,-0.3807
"2713","2713",0,0.3805,-0.3805,-0.3805
"2317","2317",1,1.8356,-0.8356,-0.3804
"2240","2240",7,8.8319,-1.8319,-0.38
"2814","2814",0,0.3797,-0.3797,-0.3797
"192","192",1,1.8333,-0.8333,-0.3788
"2487","2487",0,0.3782,-0.3782,-0.3782
"3085","3085",1,1.8323,-0.8323,-0.3781
"2887","2887",5,6.5768,-1.5768,-0.378
"1047","1047",0,0.3778,-0.3778,-0.3778
"1410","1410",1,1.8314,-0.8314,-0.3774
"2042","2042",3,4.2691,-1.2691,-0.3773
"2749","2749",0,0.3773,-0.3773,-0.3773
"2760","2760",0,0.3768,-0.3768,-0.3768
"889","889",1,1.8299,-0.8299,-0.3764
"2770","2770",2,3.0699,-1.0699,-0.3729
"1876","1876",0,0.3728,-0.3728,-0.3728
"1609","1609",0,0.3721,-0.3721,-0.3721
"488","488",0,0.3717,-0.3717,-0.3717
"891","891",0,0.3716,-0.3716,-0.3716
"1963","1963",1,1.8216,-0.8216,-0.3706
"2145","2145",0,0.3704,-0.3704,-0.3704
"1029","1029",0,0.3698,-0.3698,-0.3698
"3102","3102",3,4.2495,-1.2495,-0.3674
"3059","3059",0,0.3663,-0.3663,-0.3663
"412","412",0,0.3661,-0.3661,-0.3661
"1002","1002",0,0.3661,-0.3661,-0.3661
"2068","2068",1,1.8135,-0.8135,-0.3649
"2089","2089",1,1.8135,-0.8135,-0.3649
"1178","1178",1,1.813,-0.813,-0.3646
"229","229",0,0.3637,-0.3637,-0.3637
"1650","1650",0,0.3629,-0.3629,-0.3629
"2927","2927",1,1.8105,-0.8105,-0.3628
"1607","1607",0,0.3623,-0.3623,-0.3623
"1306","1306",2,3.0511,-1.0511,-0.3621
"2601","2601",1,1.8072,-0.8072,-0.3606
"1017","1017",0,0.3598,-0.3598,-0.3598
"2751","2751",2,3.0452,-1.0452,-0.3588
"1583","1583",1,1.8041,-0.8041,-0.3584
"428","428",0,0.3582,-0.3582,-0.3582
"2526","2526",0,0.3575,-0.3575,-0.3575
"1015","1015",1,1.8024,-0.8024,-0.3572
"2529","2529",0,0.357,-0.357,-0.357
"502","502",1,1.8005,-0.8005,-0.3559
"1364","1364",1,1.8003,-0.8003,-0.3557
"311","311",0,0.3551,-0.3551,-0.3551
"920","920",1,1.7978,-0.7978,-0.354
"2173","2173",0,0.3532,-0.3532,-0.3532
"453","453",0,0.353,-0.353,-0.353
"1722","1722",1,1.7953,-0.7953,-0.3523
"2316","2316",1,1.7946,-0.7946,-0.3519
"2679","2679",0,0.3519,-0.3519,-0.3519
"2153","2153",1,1.794,-0.794,-0.3514
"2334","2334",0,0.3489,-0.3489,-0.3489
"1662","1662",0,0.348,-0.348,-0.348
"2028","2028",1,1.7887,-0.7887,-0.3477
"812","812",5,6.4993,-1.4993,-0.3459
"3053","3053",1,1.7857,-0.7857,-0.3457
"2136","2136",0,0.3451,-0.3451,-0.3451
"2353","2353",0,0.3442,-0.3442,-0.3442
"1777","1777",0,0.3432,-0.3432,-0.3432
"2269","2269",4,5.3558,-1.3558,-0.3432
"2117","2117",0,0.3424,-0.3424,-0.3424
"217","217",1,1.7799,-0.7799,-0.3417
"2336","2336",0,0.3414,-0.3414,-0.3414
"1003","1003",0,0.3412,-0.3412,-0.3412
"1664","1664",0,0.3388,-0.3388,-0.3388
"1943","1943",1,1.7739,-0.7739,-0.3376
"2239","2239",1,1.7728,-0.7728,-0.3369
"2484","2484",0,0.3332,-0.3332,-0.3332
"501","501",0,0.3329,-0.3329,-0.3329
"2905","2905",0,0.3306,-0.3306,-0.3306
"2913","2913",1,1.7632,-0.7632,-0.3303
"1769","1769",1,1.7628,-0.7628,-0.3301
"2468","2468",0,0.3281,-0.3281,-0.3281
"2348","2348",0,0.3249,-0.3249,-0.3249
"2473","2473",1,1.7546,-0.7546,-0.3245
"2433","2433",0,0.3236,-0.3236,-0.3236
"1095","1095",0,0.3225,-0.3225,-0.3225
"2125","2125",0,0.3223,-0.3223,-0.3223
"2436","2436",1,1.7507,-0.7507,-0.3219
"2481","2481",3,4.1562,-1.1562,-0.3216
"2364","2364",0,0.3211,-0.3211,-0.3211
"2281","2281",1,1.7485,-0.7485,-0.3204
"1693","1693",0,0.3176,-0.3176,-0.3176
"2119","2119",0,0.3171,-0.3171,-0.3171
"1733","1733",8,9.7584,-1.7584,-0.3168
"173","173",2,2.9681,-0.9681,-0.3158
"2258","2258",4,5.2921,-1.2921,-0.3155
"2648","2648",0,0.3144,-0.3144,-0.3144
"868","868",0,0.3143,-0.3143,-0.3143
"2540","2540",2,2.965,-0.965,-0.3141
"314","314",0,0.314,-0.314,-0.314
"909","909",1,1.7386,-0.7386,-0.3138
"456","456",0,0.3125,-0.3125,-0.3125
"954","954",0,0.3121,-0.3121,-0.3121
"757","757",2,2.9611,-0.9611,-0.3119
"2702","2702",0,0.3113,-0.3113,-0.3113
"1149","1149",5,6.4081,-1.4081,-0.3094
"919","919",0,0.3088,-0.3088,-0.3088
"1726","1726",0,0.3082,-0.3082,-0.3082
"908","908",0,0.3075,-0.3075,-0.3075
"1393","1393",0,0.3068,-0.3068,-0.3068
"272","272",0,0.3067,-0.3067,-0.3067
"577","577",1,1.7274,-0.7274,-0.3063
"2392","2392",0,0.3062,-0.3062,-0.3062
"741","741",1,1.7271,-0.7271,-0.3061
"159","159",0,0.3054,-0.3054,-0.3054
"1407","1407",0,0.3048,-0.3048,-0.3048
"493","493",0,0.3032,-0.3032,-0.3032
"247","247",0,0.3018,-0.3018,-0.3018
"161","161",7,8.6107,-1.6107,-0.3013
"2276","2276",2,2.9398,-0.9398,-0.3005
"1932","1932",1,1.7185,-0.7185,-0.3004
"2807","2807",1,1.7184,-0.7184,-0.3004
"1413","1413",1,1.7173,-0.7173,-0.2996
"276","276",2,2.938,-0.938,-0.2995
"2124","2124",0,0.2987,-0.2987,-0.2987
"864","864",1,1.7127,-0.7127,-0.2966
"614","614",2,2.932,-0.932,-0.2962
"1404","1404",0,0.2939,-0.2939,-0.2939
"1411","1411",0,0.2936,-0.2936,-0.2936
"1325","1325",1,1.7057,-0.7057,-0.292
"1173","1173",1,1.7046,-0.7046,-0.2912
"2592","2592",0,0.2908,-0.2908,-0.2908
"713","713",8,9.6773,-1.6773,-0.2907
"2363","2363",0,0.2899,-0.2899,-0.2899
"1748","1748",8,9.6739,-1.6739,-0.2897
"1332","1332",1,1.6999,-0.6999,-0.2882
"1896","1896",1,1.6994,-0.6994,-0.2878
"298","298",0,0.2877,-0.2877,-0.2877
"2079","2079",1,1.6991,-0.6991,-0.2877
"604","604",1,1.6989,-0.6989,-0.2875
"1934","1934",1,1.6988,-0.6988,-0.2875
"535","535",0,0.2873,-0.2873,-0.2873
"1428","1428",0,0.2858,-0.2858,-0.2858
"2765","2765",0,0.2857,-0.2857,-0.2857
"2115","2115",0,0.2849,-0.2849,-0.2849
"2886","2886",2,2.9092,-0.9092,-0.2842
"51","51",3,4.0756,-1.0756,-0.2839
"685","685",1,1.6888,-0.6888,-0.2809
