"","Freq","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14","Dim.15","Dim.16","Dim.17","Dim.18","Dim.19","Dim.20","Dim.21","Dim.22","Dim.23","Dim.24","Dim.25","Dim.26","Dim.27","Dim.28","Dim.29","Dim.30"
"Chilton.County.AL",0,4.99960755221151,-3.55085340171856,3.33977384182196,0.901992856300752,-1.39610606344178,-0.22992331377131,0.112395056286255,1.34348456001788,-0.976661460568356,0.742640280670537,1.34185042631419,-0.647675325113121,0.553434289386391,0.0114114429427926,0.414194609050986,-0.704573592916347,0.268922782074729,0.219095039878041,-0.504371121971391,-0.318104094937821,-0.573450913441155,1.07269603951836,-0.156240565070632,0.454580503503869,-0.312422388063344,0.127946151868715,0.929399127295266,-0.92203707308645,-0.90977118550728,0.17387204138961
"Choctaw.County.AL",1,6.47414735254362,-2.63446735289555,-2.25699750192304,1.88739557677529,0.736286194631203,1.77453423639092,1.08464645889746,-0.509695639720163,0.281904567712996,-0.351116335646451,1.23788443042287,-0.813860763591976,-0.910819314051793,-0.224165351063394,0.812244834679396,-0.936936326185996,1.84677192945574,0.0499601390280001,1.16876867441001,-1.37584927270463,-1.39183675126122,-0.0834440898819064,-2.05882759118641,-0.438920749924182,0.0435441283670652,1.0467980664876,-1.1755017910234,-0.80790772719733,-0.406029863071279,-0.808239561576497
"Clarke.County.AL",2,8.42263988730932,-0.703855789692242,-1.75792345598055,1.30492250232492,0.094038364858956,1.96820327590821,0.432499054791282,-0.796649550878342,0.651897750575,-1.0641504850627,2.19796645771639,-1.38420743550827,-0.860669164377383,-0.538531916923869,0.668856742610241,-0.725541942045076,1.38899570355435,0.590098206578568,-0.0874116398727942,-0.577432516811901,-1.69387383680856,0.347133135254464,0.278720975768867,-0.258311206649229,1.59240391962381,-0.215382806864202,-0.846749043224386,-1.58196238622168,-0.674455923435458,0.115922363658099
"Clay.County.AL",1,4.53085286452467,-4.79057942208265,0.382988584153673,1.21315968253365,-1.01378505689923,0.471530575175219,0.81200084713162,1.25233725325758,0.161575181003091,1.18048282391014,1.47749758054084,-0.560095690392911,0.395376232198,-0.617556287577279,1.04488717988679,-0.00324559504751808,2.24130513631959,-0.705060480662734,0.871867631981439,0.0339028136877062,-0.348342667513302,-0.235267583563307,-1.05243440323242,-0.953710488928087,-0.355731242441313,0.132545009189825,0.144990939911502,0.0719338796199963,-0.112999228726021,0.477475714389337
"Cleburne.County.AL",1,2.90019518389945,-5.27012725243215,2.4733692013117,0.600866664178604,-1.1585085641119,-0.102196158098502,0.0317517970021579,1.98342674801463,0.461329149691476,1.66093269432485,0.818671522348664,-0.0830409139799106,0.0203420963655251,-0.323106712575526,0.39749504052293,-0.279968997619013,1.2962530723274,-0.283869328347608,0.447363635469714,0.593346508321803,-0.231562688275929,1.04585035914427,-0.769630271110128,-0.156060102091404,-0.66713936069847,0.170753225593171,-0.231629985535154,-0.382071599119346,0.179073698482516,-0.112413247137054
"Coffee.County.AL",2,4.1731379820916,-1.07265393185816,3.2475417311534,1.7563440887833,-0.0917407187617619,-0.659080414651886,-1.11580079289985,0.0556845131895516,-0.0379197508611446,-0.00754308449799843,0.87512925478518,-0.991607621587213,1.23956421389992,-1.02700308904136,-0.234332627036964,0.0234979202433787,0.652408996382795,1.33051130014896,-1.65892368041141,-0.18266845041583,-0.481372040177196,0.0543700815723913,-0.205970159466361,-0.141667658199992,0.616217140029708,0.00381719506550333,0.257671322523324,-0.288144125238655,-0.161988671116969,0.144615494236217
"Colbert.County.AL",2,3.82522352974472,-2.31759233035079,0.581470437475528,3.19739575316723,-0.123186643258858,-1.04560114744287,0.172643462719667,-0.367671080476327,-0.696630102376193,-0.455661696009242,0.922074032564341,0.163200723519282,0.498914958008661,0.446855029532063,1.19189129913094,0.0930261162548316,-0.0590867879166961,-0.0426473770679836,-0.802541635454771,-0.280185052328975,0.0285492374922334,-0.776915659555893,-0.357175182360297,-0.533060131662133,0.180974578029914,0.723972321913028,-0.0637694340367672,0.0551662465572463,0.294189634620404,0.0884550480684495
"Conecuh.County.AL",1,9.56860806748044,-2.54514293539263,-4.80365227721709,1.74997766379524,0.585476924620487,2.01815985124413,0.938043508622054,-0.580660504371623,0.511763424690341,-0.6120023957496,2.6301490977619,-0.736907371505783,-0.554065678498264,0.255007619883549,-0.340070681916027,0.976055777594216,-0.518758591234618,-0.613767564234948,-1.31224542397301,-0.7820558500947,-0.0874667903753012,-0.396827126032574,-0.360586304290251,-0.126417863737245,0.510553884935815,0.403864649484673,0.856441605316258,-0.673761697125177,-0.59999473801797,0.11246753283697
"Coosa.County.AL",0,5.76659237843394,-4.00795165942863,-2.53874621398968,2.11904058964911,0.536362204974451,0.880940927624982,1.62192693102883,-0.444770091836415,-0.680930173246447,0.16268731136808,0.934407685952415,-1.11126769305321,0.22420256860802,0.0908823780093466,0.17035216180363,0.0291445579332446,0.66623175226447,-1.0593273652254,-0.953232145810443,-1.46125432687275,-0.424490985610067,-0.796579102829911,-0.646475619197211,-0.348218208720661,0.0386765132349232,-0.00252273300321299,-0.316213469445086,0.159680126338426,0.51592349773102,0.473499776499979
"Covington.County.AL",2,5.48480671444543,-5.08137466388009,1.77692962221181,2.21025697526206,0.745416078395915,-0.714170116924002,-0.448636503333093,0.553997547659956,0.488637101994449,-0.196091675455319,1.75119614321448,0.0611064850817205,0.552576134320294,0.208371021048666,0.269109175017295,0.679461921796012,0.119997062401435,0.4903649409227,-0.124538017230802,0.134341920855636,0.10470476882938,-0.0226833976889,-0.229355067671854,0.0115364701598234,0.0921864736340745,-0.159795741329003,-0.0172462485294123,0.46889182583159,-0.104702691607252,-0.149774313538202
"Crenshaw.County.AL",1,5.61880251103539,-2.87745694807343,0.588380497354794,1.40106716493287,-0.127782110218292,0.0535467604142003,0.134606380921067,-0.634544374073841,0.719376999409849,-0.745166822255429,1.63244190100615,-1.06701746847946,0.249012172574985,-1.11510363862601,-0.205350436763253,-0.0122041763180353,1.03143401135004,0.539201391220441,-0.360302864766691,-0.482642174528132,-0.424064043274814,-0.484969536890275,-0.198471963737502,0.460844106551003,0.668921942505451,0.0867455776709127,-0.133481893509502,-1.27413896303775,0.482110164596582,0.0824772673954862
"Cullman.County.AL",1,2.08518980128687,-4.34790736945207,3.54355700147826,1.27430691594889,-1.12978764492273,-1.03695399179749,-0.357867184369768,0.953635749467046,0.993269926924338,0.646242659996177,1.20825123426712,-0.559195371515323,0.529379645428089,-0.291724182334942,-0.232346815157959,0.489823504363859,0.920015044833725,0.666646482708551,-0.892715816091864,0.0195805043822925,0.832949726485356,0.498700486975949,-1.40858147651547,0.431621556696013,0.762935894498566,-0.503385139492575,0.187040223160907,-0.0767284139127554,0.624430288387722,0.165405400279099
"Dale.County.AL",2,6.01448708187589,-1.28641817485029,3.34343359051471,2.09602536412344,-0.107592807537922,-1.11486999366612,-0.943419166162691,-0.251958514885642,-0.930397490810796,0.043063241778055,0.0668632852095107,-1.02169687053915,2.08908602199041,-0.218275415879101,0.155569679831287,-0.86783530545906,0.404050309587369,-0.558190830796097,-1.06534024919524,-0.155815695761361,0.0116986423339362,0.00577414221509808,-0.52224175124559,0.182551291598837,-0.568522259641533,-0.0206172181125079,-0.207864588075164,-0.215450277389324,-0.0917603253331875,-0.509168601752849
"Dallas.County.AL",1,11.8170596256149,2.55783006520633,-7.67489488385704,-0.391252196858883,-1.15169289612264,3.85731058333038,0.213791485462942,-1.11134515794881,1.23003649541073,-1.66326360183753,2.94886590197158,-1.75923448776922,-0.2820239510358,0.0657291447501585,0.94624105038617,-0.12512329000571,0.134359752811047,-0.823836345655411,-0.575789934191684,-0.495613375213589,-0.254056622339149,-0.0260612998798166,0.849818212636242,0.127386876926509,0.700597193393812,-0.391532581357441,0.231029571740494,-0.884917646935384,-0.535617654151429,0.251561812325413
"DeKalb.County.AL",2,4.00409016519961,-3.99846002869163,2.34772989476358,-1.12413871011417,-3.0136566130775,-0.880478551730453,0.515915465550217,1.29953964238577,1.46779643504315,1.41577547170528,0.761074857860494,-0.625027794684629,-0.342323093465322,-2.07779909528966,0.267496127939107,0.785267796925676,1.35813550177066,0.39653080178302,-1.60547225248002,-0.048805128649825,1.29079361972107,0.164495622194512,-1.25020100745157,-0.214258029838386,1.45392952797302,-1.10337134102357,0.592343363086145,-0.63455473467997,0.030618550308466,0.540157308580122
"Elmore.County.AL",1,3.37875508611175,-0.603729785987858,4.2473900046202,2.56588277484087,-0.397195622266919,0.446468867171442,0.0951993090007965,0.145378116535531,-1.60104253431222,0.223640666550787,1.20340541387683,-0.508352817083035,1.01794596995433,0.657092452921813,0.131072325370622,-0.712196781452505,0.17017044795154,0.423001578948159,-0.145020181042723,-0.336131719140628,-0.61917395399049,-0.683773819405742,-0.45266593240105,-0.544303136740428,0.394648786352482,0.46710426261915,-0.65116617509991,0.207269660924581,0.030561349984898,-0.538406413757487
"Escambia.County.AL",2,8.26382880784623,-2.62552136451084,-0.771012952805118,0.747187677253906,-0.249163604581845,0.141523108916262,0.238151515077591,0.111297018479685,-0.875612978669799,0.527639205477285,0.804596752536422,-1.09933644333847,0.91317610797588,0.685461684532316,-1.75017920831663,1.14966523479603,-0.763970967861271,0.334109533796098,-0.955709358831,-0.638064117559105,-0.286968876093226,-0.567876275314581,0.288847556918721,-0.0833075133973168,-0.358006629705768,0.131618265328636,0.84248928777586,-0.925161887608874,-0.0132709259683755,0.173269321181116
"Etowah.County.AL",3,4.39209086584776,-2.4843147351301,1.27944073940734,2.49146634432411,-0.270949580808513,-1.29345715890654,-0.298863860022929,0.208763894733927,-0.488073559684803,-0.229902802249874,1.63270044502616,-0.180610788119839,0.682884045330137,0.0812060938474402,0.359069678573995,0.358909066889419,0.0756445799334993,0.496622731773599,-0.378551610465206,0.249850020834648,0.192637421959955,-0.519144602250941,-0.22333876427511,-0.689797002800129,-0.245013427768825,-0.00645650945444041,0.121614578621746,-0.34636602659404,0.338717932453299,0.214166315054095
