"","Freq","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14","Dim.15","Dim.16","Dim.17","Dim.18","Dim.19","Dim.20","Dim.21","Dim.22","Dim.23","Dim.24","Dim.25","Dim.26","Dim.27","Dim.28","Dim.29","Dim.30"
"Taylor.County.GA",0,8.75916982023616,-2.16034462247496,-2.53198273685616,-0.552092694616302,-0.479471245954397,1.3847166979387,0.52782351098374,0.170587127560389,0.178406066778082,0.162524081809785,1.14917866010377,-0.667634051466458,-1.52712993740736,-0.198763245454744,0.399053046909787,1.23774544508084,0.838793278977427,0.681574646456664,-0.195364169265477,-1.34971684915289,-1.52878936100628,0.387665894207765,0.222740397718568,1.19844725902815,1.19787988446281,-0.791913052233482,-0.743959517676642,-0.494775184085219,-0.0966674689487577,-0.723428714990324
"Telfair.County.GA",1,8.5830931324711,-2.19182769050935,-3.18051981618917,-1.51787444497731,0.608365780982555,1.48867508905643,0.499837478742108,0.832660430156974,0.258316882438855,2.9528279165736,-2.74668418587451,-2.15449909017161,0.5454493212614,-0.109946292553738,-2.56859111040208,1.95550853227321,0.983085462567371,1.18360401639533,-0.0279024614010752,-0.743211158383725,-0.575261952565621,-1.22870818549247,1.41298191174867,-0.993510245578174,0.279229661379472,-0.850639643023789,-0.11532479340232,-0.49400806739474,0.523305024695417,0.0135663764180876
"Terrell.County.GA",0,11.0089629782822,0.316180497555892,-6.08041670611863,-0.708039572451643,0.0181202034978024,3.80465752919543,0.270447651637025,-1.26091274583784,1.09285052301748,-0.636408018694804,1.84695997175451,-1.89911536235447,-0.415603521674015,0.393619860978788,-0.83641088565616,2.06865910924176,-0.435303080346038,-1.05866015878388,-1.07533825847451,-0.789730382842213,-0.697218644799886,-1.41642511867988,0.753616203398963,1.37402526180054,0.0892464402900501,-0.278925250655752,0.262329570227285,0.607787238274757,0.782516051290871,0.0704156437157858
"Thomas.County.GA",1,7.5140568483236,0.143618163636306,0.524927849940751,2.28716870359476,1.53699230246086,0.313924894087824,-0.787125352922598,-1.42483409811263,-0.106295100418696,-1.39849561643927,1.41724712351822,-0.157221490120751,0.360179017414697,0.0451090419633961,0.708586172708656,0.187518369674034,0.358546438322252,1.80125072268335,0.470172481659408,0.0352218472533425,-0.383215158869767,-0.111279014175969,0.440273712296315,-0.0949580417734076,0.544934465515594,-0.0988135846546542,-0.684807215495549,0.327193660372059,-0.00714371188629277,-0.48452042978527
"Tift.County.GA",3,7.98740949151149,0.303094967104271,1.63263083157501,-0.45924369596117,-0.106380389365947,-0.459489015379339,-1.44303038469255,-1.05091531644121,0.423614338025235,-0.900385304846208,1.43551372353767,-1.003606653925,0.137869326696537,-0.469544031214334,0.385501974499898,-0.345135490978148,0.187646200500454,0.969848620894933,-0.128757750889141,0.850745903736669,-0.790712636025668,-0.702597638485066,1.57408756777457,0.465337789809085,0.325955733407451,0.129719693187654,0.515750597340249,0.0801960405306915,-0.401549244801497,-0.650567558160634
"Toombs.County.GA",0,7.9611985801906,-1.16310946597439,1.4104455620025,-1.0864448014941,-0.0527870722445829,0.0102504001642799,-1.22491620712627,-0.523098910471003,0.568974689379485,-1.16527694837308,1.3433187056634,-0.499700639676946,0.706211854352092,-1.11387502764965,0.353658122731599,-0.348257534987578,-0.180455879682092,1.59532721149087,-0.914644325745752,-0.0640833554440959,-1.19775508402102,0.328297640909413,1.59455703692313,0.411707823532704,0.0281196411547656,0.506572789940048,0.486742118654848,-0.156935467182093,-0.0856823255207903,-1.28779441810197
"Towns.County.GA",1,0.788425397440306,-4.22459404956481,1.56843541279124,3.70175015693755,5.01643581688117,-0.399617613785783,-3.01462505016604,-0.532122324618739,2.06739323761804,-1.20262343951957,0.407856929357043,1.90196840792811,-1.71718690202535,1.86130375217986,-1.26440070426482,-2.38690287006543,0.381960875601004,-1.44819341488474,-0.334319200979671,1.98492973879803,-0.966922833131188,2.77013439719306,-1.86043411712066,-0.329362775969907,0.789965221938981,0.691462879411205,0.735271023097822,0.312755221785154,-0.0712487926441594,-0.253409165929455
"Treutlen.County.GA",0,7.0418815453781,-1.32580404824463,0.0657891212884581,0.178827631592418,-0.800755101520668,0.388269023948738,-0.328411039442678,-0.440828006515059,-0.209951741951215,-0.289235115470673,0.170377403628366,-1.04458930548155,0.0718577646952287,0.209269842468612,-0.33074956298837,-0.18445087520797,0.996027016984321,0.854504238030163,0.145614295258651,0.0616499282420169,-1.41188718108312,-0.153380251105079,1.03864459980508,-0.26465572618777,1.16759427010514,-0.554046926554144,-0.902472821392658,-0.325485769049189,0.204901528847937,-1.04261759250785
"Troup.County.GA",0,6.28076666047686,0.807262513567741,0.799761826227278,0.995056361736459,-0.961189120411877,-0.332667932666512,-0.420316764851875,-1.18662775453639,-1.16179927458343,-0.917285442976505,1.62339488604393,-1.10136092624147,-0.117267483046125,-0.282020330769822,0.103590379183399,-0.177423880840627,0.959807835457656,0.488317321936521,0.154298161904721,0.656742639514367,-1.01966589432399,-0.454444603598517,0.825511261017907,-0.374394473687109,0.208020953789871,-0.65860477615631,-0.232501550545154,-0.0189153023578963,0.897700339741855,-0.251794448303068
"Turner.County.GA",0,9.74691500584164,-0.757745903515449,-2.33759458041208,-0.688829425524611,0.322422379519813,1.67808715041365,-0.783363720925393,0.0474473617510529,0.546755950058284,0.404168099336134,1.35213684959736,-0.154693569907669,0.0749199164848647,0.743149404113945,-0.724211730067413,1.4777323008647,-0.517052452601762,0.0321030834686931,0.595598194683432,1.76400209330032,0.269437413065949,-0.55336628507101,-0.187429814683954,-0.607968554397971,-1.47632133500058,0.504641891759283,-0.0228950241567318,1.02226634241925,0.473818516611009,-0.538587873890836
"Twiggs.County.GA",0,7.07159461243348,-2.4777295269273,-3.76004481841389,1.52452003440311,1.53819822801422,1.93884547419125,2.45550734836111,-1.41863019977443,-0.606790850216235,0.168633419149139,0.318209057827985,-0.856835765214928,-0.917499761908667,-0.400303747724398,0.519035403950511,0.765850323197611,0.968431636306462,-0.304208847426425,-0.514751979862233,-2.09093491804803,-0.991999075680496,-1.16979982064281,-0.196762681746266,0.367195232973633,1.38033313937911,-0.16422175753033,-1.74334582937936,0.20186941950282,0.758063149428959,-0.526277260945899
"Union.County.GA",1,-2.1767136037035,-4.09459286092813,0.278316497182237,2.87966483998195,3.93106140486791,-0.0767005608850896,-1.52016656189513,0.328034188158518,1.62537080480056,0.229650040868058,1.20650516168775,1.04376000245577,-1.26966868410503,-0.557805652204437,-1.90802342469018,-1.24714192063873,0.100340424181908,1.03772512597076,-1.38620976829784,1.79074979602829,-1.26287906024382,1.0945333796571,-0.964666898956283,-0.351660256216214,1.05220176258428,0.46426422996589,-0.317658585099138,0.236305571736739,1.61471713904375,0.70754295453881
"Upson.County.GA",2,5.81595796452949,-2.06040289511166,0.0636430375706691,1.14008161998155,-0.467266775734176,-0.439577254463687,0.28313216507712,-1.00769943306082,-0.987234618704698,-0.33109707265985,1.32082952064967,-1.08697467669146,-0.241055270476242,0.217402651148334,-0.25913300865578,0.149166297811662,0.399854635638025,-0.650673699863348,0.385715889786437,0.336210941829956,-0.362290485283333,-0.798542523344813,0.0326931438183886,-0.250088410708227,-0.389055172568141,-0.912663633767118,-0.288404179570867,0.786000995046697,0.964917513338979,-0.731051534979294
"Walker.County.GA",2,2.2734789380116,-3.20725128100785,2.15871669910537,1.8563084744804,-1.89869631561976,-0.960117833637125,0.306717167458619,1.13148324680896,-0.570644732401011,1.15790514745007,1.32538235727195,-0.195648400538493,0.363388453056391,-0.362123275242255,0.733733403298917,0.192640323995857,0.211749983066383,0.00731762824968631,-0.512380091760748,0.516454903793385,0.722479004618813,0.0372012365924117,-0.0631378895927952,-0.242294082643779,0.779777461408422,0.327460171591438,0.52217087148064,-0.0137569440263693,0.810625450691093,0.822442173263218
"Walton.County.GA",2,3.53332545063977,-0.525111890870559,6.05962350153461,1.77293466257925,-0.745057238711254,0.603563300716147,0.31503492178485,-0.540223754625908,-1.23538271376464,-0.289068296332865,0.583126354513067,-0.172931733443934,-0.256518673679621,0.271974448077782,-0.507453954897168,-0.957863830321094,0.107358207936182,0.158880602914734,-0.792961645674482,0.597609493004423,-0.939351984353116,0.492054415240312,0.620619248179179,0.532474751074051,1.26728977400534,0.0801762746831214,-0.104680843637202,0.369818589848017,0.081212755199071,-0.668957601014107
"Ware.County.GA",1,6.76895357797894,-1.40752857895591,0.419218156631403,0.854410170415178,0.172054164151515,-0.581270815415126,-0.796779294999715,-0.175800497941169,-0.604326096259239,-0.239260794682788,0.97001548658055,-1.32037618512676,0.964515298721827,0.273067359929888,-0.228185638541776,-0.20693998772973,-0.288345360992082,0.546449970175677,-0.478101768649699,0.45558530306172,-0.647341077643972,-0.586053345531461,0.53807148780017,-0.326225807971756,0.662705466815676,-0.637671225215131,0.144235450660692,0.202513862980195,-0.074945589305104,-0.641050479130631
"Warren.County.GA",0,9.33266671309104,-1.40425592852131,-6.49608396280673,0.519225008587908,-0.64611824758274,2.57156937254954,2.13149037436574,-1.22629070341246,0.176644549874847,-0.0165888586907029,2.50764521739915,-1.21721529496906,-1.64773855024813,0.474165153456773,0.682354507738554,1.49134456821375,0.603707042061838,-2.75257009994775,0.427597117771008,1.00141137185721,-0.031003711200833,-0.567071899963637,-0.205511601870451,-1.08291368665718,0.290197444184893,-0.917604187800823,-0.0502783092862629,0.690408613504633,-0.45773567779938,-0.363299758742672
"Washington.County.GA",0,8.53413549635881,-0.299640453501153,-3.23273091036246,0.0473490135745816,-0.352010507519142,1.68470614723682,1.11552053207277,-0.935188026702441,-1.20228247107574,0.420150734478088,0.121487455010418,-1.68282447826797,0.0803784000170917,0.649505453647345,-1.39922241751615,0.869782852518771,-1.29174437301847,-0.755473998408806,-1.32469345930818,-1.18414240789248,-0.185599985036499,-1.96574564781663,0.512503836167191,0.339610906394508,0.162261685696743,-0.224417865705781,-0.33223680449052,0.00906116552851049,0.867005796607996,-0.880621102728648
"Wayne.County.GA",1,6.40898688849326,-2.8730981332671,2.47166120296152,-0.122701123939482,-0.399466243484687,-0.229324249163733,0.248679441236662,0.828960316915695,-1.43372686309156,1.03567875200056,-0.0199664611992746,-0.479058006468749,1.06842705610965,0.502102602382978,-0.294534476196595,-0.186313687083827,0.314807003108948,0.189319531601502,-0.224550819741973,-0.0685139702001528,-0.141315515857045,0.170582653052964,0.694511127304702,0.0673253581071864,-0.407365547907693,-0.35376719474222,1.22494000277756,-1.0445807026284,-0.34334523931392,-0.182407869939508
"Webster.County.GA",0,6.89599604176608,-1.42858556787107,-1.39200627605954,0.67489417868934,0.747969303130935,1.52474004990172,0.778336546531374,-1.50998321691211,-0.143522730033502,-0.679352311528325,0.571596784314729,-0.901183931768853,-0.945739842187948,-0.348000443080031,0.320131853757592,-0.199504913111759,1.77416655671288,0.0427427951142561,0.438443417845185,-0.683523139959152,-1.19959153344162,-0.95978596452802,-0.181346311176724,-0.134451465655679,0.393182561145901,0.455705847182191,-0.565557878587587,-0.217287986549439,0.572249309860954,-0.712056067250589
"Wheeler.County.GA",0,7.65957397993764,-2.37513744333152,-1.03897347583765,-2.17856070547429,1.09691139261846,2.85919047871352,0.201247678942938,2.33278011351834,-0.426486375743594,4.37346272666456,-4.67587398527461,-2.19378751337965,1.01499009354578,0.645331752764222,-1.99790558079784,-0.339313739405751,3.02979413274462,1.00793907061544,1.97899542194867,-1.03111043434911,-1.35660105879336,2.25399869821376,-0.0316551667792058,-0.763853326963337,2.00230900338056,1.10154893720289,-0.0316691843078509,0.554057484723067,-1.6131283746335,-0.313651451488683
"White.County.GA",1,0.570580059872065,-2.75946016490936,1.57953601266717,2.16157305190625,-0.114244920287776,-0.513584153230366,-1.00604081610947,1.9537399044485,0.0816789839254084,1.88481880175962,2.59914379379115,1.31743995294182,-0.880567735634055,-0.802053845269985,-0.418522843737598,-1.16898451633026,-0.276553042959125,1.58511642852331,-0.781969769133955,0.846584688921026,0.296332020569491,-0.13570410354779,-0.579346568685719,0.516654710011227,0.898391061331046,0.47126745474302,1.03451087230425,-0.178447968702461,0.147942864754599,0.891472544159265
"Whitfield.County.GA",1,6.57529208502924,-0.112076450103768,4.68690745629015,-1.43102608939814,-2.12752019609935,-0.457098500421944,0.158708283163861,0.0805706245826217,-0.207087132830975,0.748783583566207,-0.324854487651383,-0.376153060582662,-1.83587866703545,-1.93337246515959,0.575497970054446,0.477908755520732,0.575640623932033,0.23739144384223,-0.490926484215031,0.643287936147836,0.239688602630255,-0.233446057859964,0.521844681190319,-0.934570608767106,1.94270608603549,-1.25474119222532,0.258182258503565,0.837133682150441,0.253289533282372,1.24436488189331
"Wilcox.County.GA",0,7.71965894354986,-2.80866612406563,-1.76612427062362,-1.78408031975214,1.86675575012597,1.54286845367231,-0.00153080423686534,0.897140057412182,-0.0774534588169003,2.78477133885174,-2.62869118371937,-2.30074700570887,1.61829137318064,0.751346670069524,-3.75372241014104,0.25296608304308,0.790393747136162,1.07437920704629,0.471714744969011,-0.480543537746786,-0.556682830065853,-0.17017114129364,0.79688839460778,-0.676434759614007,0.336810378279,-1.27868713853313,0.306703173446935,-1.06380242028985,0.576565701145602,-0.865352484396247
"Wilkes.County.GA",1,6.52171807516444,-1.67317898374295,-3.36416479453311,0.0439153383735183,1.51324137213978,0.84166979896834,0.315297579621619,-1.33033887872982,1.08074263851613,-0.603905638309865,1.43617456761609,-1.36789833475568,-0.672830577244421,-1.53572188117883,-0.472073010723141,0.541771788810755,0.496594773087435,1.25369851257229,0.0995772830301935,-0.499172124332957,-0.0815993002977725,-1.72102605009935,0.247344043224535,-0.171013520483001,0.365177367331129,-0.836034557729376,0.525122528267197,-0.573663810786752,-0.530139733516041,-0.503280007914813
"Wilkinson.County.GA",1,7.21614062613989,-1.89188758842732,-1.48643704943992,0.987384985634742,0.350843532388962,1.45222888189786,1.56900327027881,-1.09406799884466,-1.25342905097704,-0.665816565370483,0.992041954321217,-0.0680695989040877,-1.15694910107276,0.111624281737305,0.621651754031554,0.260408490734554,0.291093319569834,-0.230183348684891,-0.0226318834520707,-1.7413610376792,-0.925875072288126,-0.990068380748869,-0.216600597617826,0.418292556444058,-0.00267890941821665,-0.806106939644703,-0.150799272932918,-0.303015644433278,-0.924684254853311,-1.30541495184089
"Worth.County.GA",1,6.10056560123499,-2.86403165712455,0.973798490333012,0.275092139906356,-0.118652307460089,0.26957820220222,0.299757831521229,-0.674680481212342,-0.16531715337939,-0.229436366935025,1.0239641890731,-0.664711199532574,-0.155986128270684,0.217148932538115,-0.156479125803836,-0.241808677383639,0.947498795335545,0.249667873044165,0.434922648120673,-0.157639829707013,-1.09627127926419,-0.312893019199838,0.65162939578195,1.31012433846797,-0.112394978831607,-0.505916925581185,-0.717789373781647,0.880364264953503,0.445609861868997,-1.01784253815165
"Hawaii.County.HI",31,-0.0232259208928174,7.68240665638579,-2.92765865428368,1.64091361427865,3.34974957685305,-4.48973451574241,2.6324283736881,-3.25366694335389,-4.96819258957991,0.84511127427076,-1.52707452526544,6.58060667445456,6.00748775989304,-9.04177345094011,-2.40843574416895,5.2429196941856,1.86993113900804,-6.13010496150139,1.88497910678247,3.10127825688589,-3.95987997712932,1.01873636840915,-2.46965457144046,5.23071387914899,0.463347596081692,0.201706634876881,0.874375830425392,-2.22183096726614,-0.340352585512544,-0.228775492892528
"Honolulu.County.HI",43,0.372451793894164,11.9242526753244,0.747476108607324,2.56725516601153,2.58109560791783,-3.48065928068951,3.3520697869803,0.205770211646684,-2.43843918989431,0.66111737163932,-2.35167890245406,5.33306673050035,6.66028469161514,-9.34184787442955,-2.75090174216491,6.28856553444412,1.76499706217004,-6.59904357391439,1.05873612346667,4.42241667585865,-7.34732387504661,-0.4483635993347,-3.74792680720023,3.54252630190254,-0.514433837350257,0.301142419833874,0.152905067087016,-3.85022302652592,-1.61396082055169,0.409509488986805
"Kalawao.County.HI",0,-3.40430744254962,2.90588693476342,-13.4240768898767,7.75703341499429,14.6271033945351,-7.72119201964665,3.43704902039219,-3.08109357955421,-8.47317047526246,4.48024439797041,-4.35763946992853,2.60161487494619,19.3155959081532,-20.6887944792567,2.0808952338803,12.6909593263067,1.83133571609742,-10.8162704273285,-3.1699739164656,2.90353599048837,-5.93449398404127,1.67394333713791,-0.0551204852268284,6.73312671225117,1.58221649247759,1.3167112905631,-5.54111894652559,8.04664956102079,0.621800641928166,-0.949212285037971
"Kauai.County.HI",14,-0.46582502218319,7.99163848214697,-1.7856633859845,2.39579988583678,2.90784965362827,-3.01059497620749,2.97396256268741,-2.82657053871399,-4.82806469388425,1.28555056907258,-2.97670362094705,6.12565221931093,5.79479776271132,-9.24137906330665,-1.90744236257419,5.12651129575565,1.95830344511277,-6.16858164495226,1.5361115577496,4.24154769471498,-5.12309611664374,0.597227713971386,-2.2598076404696,4.55601530571133,-0.109948086030057,0.13307557439626,0.47979643476648,-3.01298404737653,0.0348606030716666,-0.61224199890065
"Maui.County.HI",8,-0.207181806360244,9.25177884947051,-1.90682754335804,2.08169727511652,2.74530717976281,-3.03451630242554,2.37292018386609,-2.4140617331058,-5.2201507745412,1.73805580721699,-2.95393726758185,5.88612535507514,6.55941580658165,-9.28099549891214,-1.9783785725635,4.98303109013994,1.59767841501624,-6.33110448290544,1.7504616720042,3.71505335918394,-4.17401167107018,0.979383082055426,-1.5461981803132,4.37903571397089,-0.28249226966812,-0.169062066427298,0.122494482371823,-2.16525564210201,0.904967022603898,-0.985022168991231
"Ada.County.ID",7,-3.29263566220264,6.40785767491231,3.49817448620043,-1.09461074823703,0.485051758626254,0.0853240165161582,-0.338877476731856,0.54319081075774,-1.34642233430634,-0.151145659777018,0.656618634610144,-0.0987511047610368,0.0229463839405074,0.678241247208239,-0.0000726533226223619,1.65612039103327,-1.08944766088056,-0.190793877616296,-0.697418817578349,0.0750205433609633,0.150650822096957,-0.433584361302169,1.02973561533439,-0.930127448110517,0.399746036250624,-0.172211691508781,-0.141588387121078,-0.42467955930157,-0.347017276320194,-1.24349964419212
"Adams.County.ID",0,-6.53059436417392,-3.8580428059454,-3.11068686909765,-1.86233565238541,4.12395459905681,-0.370701221488053,0.897139990549373,0.369644639634638,-0.674222229244429,1.26445083027858,1.42699360616592,0.422460325629297,-1.37706368666037,-0.259349386052184,-0.49701998103426,-1.37233925586624,-0.187300087449886,-0.337741459373611,0.326278640301583,-0.368231819904165,-0.187558822229072,-2.9358721488284,0.37576019956387,1.37409854034504,0.0634551434761959,-1.10055860649223,0.33101598575098,-0.510806360149283,0.599867642644954,0.241370453572052
"Bannock.County.ID",3,-3.7052739517596,4.20421464062259,2.06391505758836,-3.89691263607032,-1.98348995434127,-2.07073000943276,-2.01668097528713,0.25337877219528,-2.18711071791568,-0.145195711055531,1.88597505881069,-0.84561583826656,-0.500697534078958,0.346227916350764,-0.259540869774553,-0.0384231532218676,-1.23242187371296,-0.761534896289985,-0.583823095176757,0.852243328082034,-0.528613710748538,-0.227581069455253,0.567463587089554,-0.841563912433519,0.55213478078029,0.381451545460412,-0.315391814155998,-0.467432862029914,-0.195697988531282,-1.46354676361348
"Bear.Lake.County.ID",0,-7.09566755764791,-2.38944418374008,1.91505456500222,-5.85248494607963,0.0465481427758297,0.992954820276001,-0.14391621381309,2.05484646405022,-0.557535177366214,0.797415452519478,2.43231424496763,-1.60717205298583,-1.06659965575054,-0.319439655540419,-0.666875969666316,-2.16689928502053,-0.379780902565014,-0.882490824425413,0.0346544416240943,1.49519253048963,-1.42349733553298,0.514011799023244,-0.639177839214888,-0.240426219560748,-2.14231876478355,0.000756447045424812,-0.0000722809037506754,-0.908547733927514,-0.061045744592622,-0.922511159128142
"Benewah.County.ID",2,-5.30450769267157,-2.7815125220575,-2.26142690346448,-3.20332714839924,0.268803320239399,-1.2176560058383,1.26625111623637,0.116332980402561,-1.1003171875122,0.217699297414016,0.564520742105978,0.111861366979833,-0.106358509629961,-1.24573402704161,-0.505124720240815,-1.7180318766433,-0.805345650189231,-0.634557103284897,0.853969548667097,1.148272359784,-0.0335454145628743,-2.61313207796057,0.757428412893951,-0.279973382240948,-1.06919289015154,-0.692742582895195,0.430405128470466,0.889933043489708,-1.16150254660143,-0.624259272855159
"Bingham.County.ID",0,-3.23248548409017,1.28227795807702,4.39640404960868,-7.71183040685645,-3.13241461489847,-0.351864615682082,1.25160491125602,-1.15713970262076,0.344758501452453,0.25468500797547,2.80262833063273,-1.08498730980016,-0.344485172281509,-0.346985532385953,-0.915584202804444,-1.62564703340355,-1.06589218677008,-0.0359609175568759,0.910140145595016,0.30240599749181,-2.13171468481751,-0.20411097385459,0.446883217111937,-0.040408785805792,-0.510552179653056,0.649352857776465,-0.506175583781941,-0.444383197990138,0.329073153047095,-0.00433562378627475
"Blaine.County.ID",2,-7.09096842442932,6.31406402529172,-1.15401481001535,-2.4944077920708,2.76213511950525,1.12423007759327,0.826297286031902,-0.917033437278187,-3.71838147737753,1.58313775790726,0.421613483804048,-0.864103282198515,-2.12894981087941,0.0583536946842731,0.219203314233901,0.334564224345336,0.259300884474364,1.24324084332014,-0.834764930780054,-0.745835924625582,-0.0543330878577107,1.25049133095111,0.571091300828025,-0.0825335651984908,-1.18355582749021,-1.22781935245271,-0.383071748375793,0.210428515285012,-0.101746249355328,-0.474001477134794
"Boise.County.ID",2,-7.65519813640218,-2.81149651254595,-1.49862319076043,-0.806189603055605,3.61416879908705,1.18175895757646,2.55786073684067,0.437039481040545,-2.61141955618664,0.887761550030393,1.90782735198848,0.671649296119453,-0.762394866759267,0.845312183992595,1.1710713388327,-0.216796926431751,0.689908076108966,-0.0268320596916315,1.27085352374658,-1.28667076558452,-0.718986245686729,-1.76738596508084,-0.455146776265823,1.1233138034024,1.03902402679674,-0.26746312504306,0.56915922956751,0.0860024480305883,-1.76630838104831,-0.562480234565931
"Bonner.County.ID",4,-6.2250205742094,-0.432380736069788,-2.05641017051562,0.0452265265596045,1.58819380956482,-1.07774216562742,1.17356511282151,-0.0632563978781256,-1.93063236623049,1.44556926652739,1.97600232742431,0.430807525100081,-1.53865125910233,-0.689321282560266,-1.07726878395401,-1.03795260654565,0.43472320630607,0.481324147374448,-0.0858942134705025,0.187200441446153,0.0470617451428437,-0.205775960958602,1.13102861952847,0.266686571036803,0.498002224439164,-1.16697237262068,0.278669609599694,0.713757073059746,-0.720681231242431,-0.639306008416233
"Bonneville.County.ID",1,-5.29275679506054,3.67906437678459,4.46192985222556,-4.82377099990248,-2.53639037804988,-0.208199789735874,-0.440306012810212,0.55338369786169,-1.58113679032372,0.312814174392679,3.07581730714047,-1.46174716287058,-0.536025824857457,0.291656781486355,-0.791095787516687,-0.531667709669294,-1.44540556035059,0.299118873302873,-0.595176571994722,1.27337818427827,-1.08600742142983,0.347619238054632,0.449726322443435,-0.37616954888666,-0.253965930605633,0.344178439420932,-0.233251584025542,-0.669071487838862,-0.161470600564934,-0.379089301510077
"Boundary.County.ID",1,-5.15015641619762,-2.15494251816878,-0.524654625010156,-3.5709481897302,0.592861038975387,-0.388640494632197,0.741999250741367,1.27170489342991,-0.627098692193594,1.52704503557503,-0.0686946913366702,0.912685065586018,-1.57978129601881,-1.51923909239955,-0.333726495146701,-2.01621309550949,-0.53142164415685,-0.656988848462609,-0.849460611810467,0.424475140009286,-0.467107307213022,0.0305297221077504,0.954201409254113,1.15385754275586,0.168918465227131,-0.321619816653205,0.121187845998855,-0.17686041100379,-0.838039715082856,-1.06435592304621
"Butte.County.ID",0,-7.24587925711967,-2.09943310929617,0.841841130597609,-4.74661547955526,0.298606111103148,-0.0634925526056705,0.384681613035218,0.534891348379617,-1.08766069376932,-0.424273799167078,2.34158331296735,-1.30273314069049,-1.05367499976172,0.376905628830285,-0.511738597983548,-1.03525754231891,-1.06785571340219,-0.454857398538587,0.390893599280932,0.728021764770549,-1.19357914893894,-1.40182094729029,0.108498722095637,0.126181342343374,-0.534088421888969,-0.398197199080358,0.559708931697105,-1.85368327634501,0.524073257881472,-0.843395175603094
"Camas.County.ID",0,-7.69928659002548,-1.60404544513614,-1.32476613634524,-4.88291719923321,1.3640051150729,0.0409469861909152,1.10205749159682,1.18299247860402,-1.96911127225004,2.09323321079695,1.17549671892937,-1.46106508258145,-0.911406502237672,-1.67548357009755,0.24618955838789,-0.726194081475869,0.763076106826635,0.394220705809197,0.315097168117304,-0.99222983862244,0.195482414143137,-2.11528385024765,1.57835382975231,0.0371372325458832,-0.0164107575264373,-1.20396474678617,1.89442933431896,0.222278973815237,0.952318668082862,-1.0249875715282
"Canyon.County.ID",4,-0.942314249404809,2.31322866872145,4.49091348740489,-6.52856285257735,-3.08065808269036,-1.89040813579763,0.792384680816818,-0.878501160136182,-0.83957164183794,0.253061623327922,1.50678773690192,-0.899731288770778,-0.401245138187795,-0.40456977408954,0.0972150711260135,-0.218939019229342,-0.916984024236827,-0.465914064127247,-0.575745036052918,1.11499505466256,-0.730554138407102,-0.238110769607575,0.0849206013347991,-0.450766571960523,0.362467825224231,0.513625549943243,0.865938548067174,-0.147388634766996,0.234664878458534,-0.788932947025536
"Caribou.County.ID",1,-8.14490576542656,-0.962134740914561,3.08968153126757,-5.16131480812359,-1.17251060202696,1.28176824381679,0.322550245716405,1.60908239827583,-1.26934483410504,1.14284040788854,2.52332896742484,-1.32621805877771,-0.518089486970331,0.653911233355719,-0.693822742134735,-1.68554119554729,0.753003475536951,-0.823620962297775,0.817189171736913,2.12766228050204,-1.56650545107123,1.25957796653935,-0.954066384178136,-0.383911203966552,-1.55561886168584,0.135959494590276,0.0221200762667528,-0.0088608736597486,0.4458470494737,-0.803196234309938
"Cassia.County.ID",0,-2.67704204831461,0.763303116642976,5.92277901853132,-9.20142532582407,-1.83844480243259,-0.305761400222774,0.651900426508801,-1.04734625087906,1.49007589198787,0.560997027507503,2.80119264994536,-2.35694110603643,-0.411832070715126,-1.81252057686099,-1.03032280440184,-0.843015368214576,0.283709775420963,1.05757543984058,-1.03882714384281,1.04737958995463,0.662301902311304,-0.622979942458866,-1.4164883740286,0.39113914671512,-0.303918876540521,0.490007039440925,-0.184304189062682,-0.281740276624632,0.293663140652423,-0.451203998270301
"Clark.County.ID",0,-3.4387769244928,-0.148109479798991,2.01179643924882,-11.0283375257382,-1.32855477634507,2.87864233843552,0.822073480007674,1.98457739197432,1.40134732925355,1.90664241224316,-0.520207279152703,-3.20057648834113,-1.70297558535749,-4.97635140959789,0.17311473706221,-2.69907981973025,3.59132926900106,1.47016706787682,2.55055171883453,0.271809325441229,-1.27450038709515,-1.35613839896813,-0.361969113321844,-1.5910795059073,-2.44117101852561,2.79656430373764,0.994413187680119,0.818082052361366,-1.5276429593017,0.387977344722884
"Clearwater.County.ID",1,-7.40075913533808,-3.61420609909866,-3.39493788277347,-2.42738993076074,2.8664128364461,-0.793721925542775,1.36599619004937,0.782417706785692,-0.758982780255435,1.84026639513321,-0.224470571256928,-0.721770576078858,-0.029419021198582,-0.13340724491439,-1.42952760101127,-1.44950864119228,-0.00890231977987901,-0.725731134311021,1.10855675690472,1.71926346592274,-0.320060731032781,-1.84612582549237,-0.106115915195636,-1.14758331611834,-0.0259208454680574,-0.565762166160449,0.138341022806861,0.262093769011147,-0.481523760746972,-0.520664590213459
"Custer.County.ID",3,-10.0809327863012,-2.05899881950183,-2.21390079027007,-3.83334651273424,3.26332123521443,0.651350555685159,1.07667619444621,1.81539524853312,-2.67971441217884,1.70738255712784,2.10454113640294,-1.77613934813754,0.269784120494609,0.513324325927164,-0.339427198970188,-1.04335631999573,0.694488963717837,-0.0769398052910975,-1.42988475829657,-0.586198880067571,-1.66946716008919,0.868892155875293,-0.341052741871493,0.638953623794402,1.21353362112558,-0.714903697837642,0.138711208353839,0.193522892519971,-0.648795326740688,-1.16721104816608
